F90606178            0000001012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              000001CLIPRO01  2014052000000001                                                                                                                                                                                                                                                                                                                                
F90606178            0000002012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              01005EICL0102EIMRTESTLEC     TESTLEC                         DANIEL                                                                                                                          19810726                                                                                                                  3                                        
F90606178            0000003012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              02   F  F   0000000000000000F                                                                        0000000000000                          434689915000006910Z  00000000                                           000000000000000   00000000000000000000000069   00000000                                                  54993 00                           
F90606178            0000004012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              03021ENT                1   1                        00000000   00000000000                                        0000000000000000000000000000000000000000000000000000000          00000000      CLI         00000000                                                                                                                                          
F90606178            0000005012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              04  2999123100000000TESTLEC                                                                     2 PL MARIUS GUIOL                                                                                                                                       56100       LORIENT                            FRANCE                   0000000000                      
F90606178            0000006012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              06GEF000293087                                                                                                                                                                                                                                                                                                                                                  
F90606178            0000007012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              10BUREAU0297376681                                        1                                                                                                                                                                                                                                                                                                     
F90606178            0000008012014052611565000SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              2020160430FIDINF                                                                                                                                                                                                                                                                                                                                                
F90606178            0000009012014052011530500SABSAB139    SABFIRME  10000000000010102RCRC                                                                                                CLIMAJ                                                                                                        007                                                              99000001                                                                                                                                                                                                                                                                                     
