,AGENCE,CODE RESPONSABLE,,,
CLIENACLI,CLIENAAGE,CLIENARES,CLIENACRE,SABVERSION,
730054,102,21,1140604,0,
730081,102,21,1140604,0,
730118,102,21,1140604,0,
730162,102,21,1140604,0,
730304,102,21,1140604,0,
730594,102,21,1140604,0,
730743,102,21,1140604,0,
730859,102,21,1140604,0,
731062,102,21,1140604,0,
731134,102,21,1140604,0,
731260,102,21,1140604,0,
731347,102,21,1140604,0,
731395,102,21,1140604,0,
731496,102,21,1140604,0,
731702,102,21,1140604,0,
731846,102,21,1140604,0,
732032,102,21,1140604,0,
732051,102,21,1140604,0,
732143,102,21,1140604,0,
732154,102,21,1140604,0,
732186,102,21,1140604,0,
732203,102,21,1140604,0,
732599,102,21,1140604,0,
732627,102,21,1140604,0,
733084,102,21,1140604,0,
733175,102,21,1140604,0,
733694,102,21,1140604,0,
733701,102,21,1140604,0,
734010,102,21,1140604,0,
734079,102,21,1140604,0,
734082,102,21,1140604,0,
734361,102,21,1140604,0,
734425,102,21,1140604,0,
734508,102,21,1140604,0,
734624,102,21,1140604,0,
734746,102,21,1140604,0,
734789,102,21,1140604,0,
734899,102,21,1140604,0,
734995,102,21,1140604,0,
735014,102,21,1140604,0,
735400,102,21,1140604,0,
735545,102,21,1140604,0,
735640,102,21,1140604,0,
735881,102,21,1140604,0,
736229,102,21,1140604,0,
736410,102,21,1140604,0,
736619,102,21,1140604,0,
736831,102,21,1140604,0,
736895,102,21,1140604,0,
736992,102,21,1140604,0,
737304,102,21,1140604,0,
737490,102,21,1140604,0,
737520,102,21,1140604,0,
737608,102,21,1140604,0,
737686,102,21,1140604,0,
737789,102,21,1140604,0,
737849,102,21,1140604,0,
738044,102,21,1140604,0,
738125,102,21,1140604,0,
738207,102,21,1140604,0,
738224,102,21,1140604,0,
738260,102,21,1140604,0,
738317,102,21,1140604,0,
738625,102,21,1140604,0,
738775,102,21,1140604,0,
743569,102,21,1140604,0,
743597,102,21,1140604,0,
743607,102,21,1140604,0,
744008,102,21,1140604,0,
744084,102,21,1140604,0,
744233,102,21,1140604,0,
744260,102,21,1140604,0,
744272,102,21,1140604,0,
744606,102,21,1140604,0,
744618,102,21,1140604,0,
744760,102,21,1140604,0,
744775,102,21,1140604,0,
745290,102,21,1140604,0,
745297,102,21,1140604,0,
745450,102,21,1140604,0,
745498,102,21,1140604,0,
745501,102,21,1140604,0,
745786,102,21,1140604,0,
745861,102,21,1140604,0,
746016,102,21,1140604,0,
746331,102,21,1140604,0,
746508,102,21,1140604,0,
746606,102,21,1140604,0,
746635,102,21,1140604,0,
746724,102,21,1140604,0,
746854,102,21,1140604,0,
746886,102,21,1140604,0,
746928,102,21,1140604,0,
747099,102,21,1140604,0,
747210,102,21,1140604,0,
747225,102,21,1140604,0,
747285,102,21,1140604,0,
747542,102,21,1140604,0,
747551,102,21,1140604,0,
747759,102,21,1140604,0,
747949,102,21,1140604,0,
748047,102,21,1140604,0,
748516,102,21,1140604,0,
748585,102,21,1140604,0,
748613,102,21,1140604,0,
748614,102,21,1140604,0,
748661,102,21,1140604,0,
748669,102,21,1140604,0,
748908,102,21,1140604,0,
749042,102,21,1140604,0,
749149,102,21,1140604,0,
749203,102,21,1140604,0,
749282,102,21,1140604,0,
749434,102,21,1140604,0,
749520,102,21,1140604,0,
749605,102,21,1140604,0,
749773,102,21,1140604,0,
749789,102,21,1140604,0,
749871,102,21,1140604,0,
750089,102,21,1140604,0,
750175,102,21,1140604,0,
750424,102,21,1140604,0,
750443,102,21,1140604,0,
750470,102,21,1140604,0,
750483,102,21,1140604,0,
750534,102,21,1140604,0,
750637,102,21,1140604,0,
750731,102,21,1140604,0,
750830,102,21,1140604,0,
750831,102,21,1140604,0,
750836,102,21,1140604,0,
750847,102,21,1140604,0,
750903,102,21,1140604,0,
750909,102,21,1140604,0,
750928,102,21,1140604,0,
751020,102,21,1140604,0,
751093,102,21,1140604,0,
751279,102,21,1140604,0,
751299,102,21,1140604,0,
751382,102,21,1140604,0,
751564,102,21,1140604,0,
751708,102,21,1140604,0,
752516,102,21,1140604,0,
752551,102,21,1140604,0,
752568,102,21,1140604,0,
752683,102,21,1140604,0,
752705,102,21,1140604,0,
752754,102,21,1140604,0,
752788,102,21,1140604,0,
752957,102,21,1140604,0,
753056,102,21,1140604,0,
753072,102,21,1140604,0,
753254,102,21,1140604,0,
753760,102,21,1140604,0,
753837,102,21,1140604,0,
753844,102,21,1140604,0,
753899,102,21,1140604,0,
754127,102,21,1140604,0,
754173,102,21,1140604,0,
754189,102,21,1140604,0,
754218,102,21,1140604,0,
754238,102,21,1140604,0,
754853,102,21,1140604,0,
754865,102,21,1140604,0,
754939,102,21,1140604,0,
755102,102,21,1140604,0,
755285,102,21,1140604,0,
755516,102,21,1140604,0,
755674,102,21,1140604,0,
755744,102,21,1140604,0,
756838,102,21,1140604,0,
756943,102,21,1140604,0,
757056,102,21,1140604,0,
757119,102,21,1140604,0,
757221,102,21,1140604,0,
757446,102,21,1140604,0,
757533,102,21,1140604,0,
757558,102,21,1140604,0,
757655,102,21,1140604,0,
757820,102,21,1140604,0,
757928,102,21,1140604,0,
757957,102,21,1140604,0,
758587,102,21,1140604,0,
758818,102,21,1140604,0,
758846,102,21,1140604,0,
759345,102,21,1140604,0,
759364,102,21,1140604,0,
759384,102,21,1140604,0,
759444,102,21,1140604,0,
759460,102,21,1140604,0,
759580,102,21,1140604,0,
759582,102,21,1140604,0,
759586,102,21,1140604,0,
759745,102,21,1140604,0,
759863,102,21,1140604,0,
759878,102,21,1140604,0,
760596,102,21,1140604,0,
760621,102,21,1140604,0,
760796,102,21,1140604,0,
760797,102,21,1140604,0,
760852,102,21,1140604,0,
761163,102,21,1140604,0,
761500,102,21,1140604,0,
761559,102,21,1140604,0,
761786,102,21,1140604,0,
761867,102,21,1140604,0,
761947,102,21,1140604,0,
762236,102,21,1140604,0,
762249,102,21,1140604,0,
762340,102,21,1140604,0,
762346,102,21,1140604,0,
762704,102,21,1140604,0,
762991,102,21,1140604,0,
762996,102,21,1140604,0,
763227,102,21,1140604,0,
763297,102,21,1140604,0,
763593,102,21,1140604,0,
763617,102,21,1140604,0,
763856,102,21,1140604,0,
764071,102,21,1140604,0,
764208,102,21,1140604,0,
764383,102,21,1140604,0,
764398,102,21,1140604,0,
764437,102,21,1140604,0,
764443,102,21,1140604,0,
764488,102,21,1140604,0,
764556,102,21,1140604,0,
764621,102,21,1140604,0,
764793,102,21,1140604,0,
764822,102,21,1140604,0,
765417,102,21,1140604,0,
765418,102,21,1140604,0,
765497,102,21,1140604,0,
765563,102,21,1140604,0,
766139,102,21,1140604,0,
766417,102,21,1140604,0,
766658,102,21,1140604,0,
766940,102,21,1140604,0,
767445,102,21,1140604,0,
767823,102,21,1140604,0,
768070,102,21,1140604,0,
768410,102,21,1140604,0,
768531,102,21,1140604,0,
768604,102,21,1140604,0,
768623,102,21,1140604,0,
768635,102,21,1140604,0,
768754,102,21,1140604,0,
768786,102,21,1140604,0,
769043,102,21,1140604,0,
769059,102,21,1140604,0,
769193,102,21,1140604,0,
769220,102,21,1140604,0,
769349,102,21,1140604,0,
769598,102,21,1140604,0,
769909,102,21,1140604,0,
770110,102,21,1140604,0,
770190,102,21,1140604,0,
770281,102,21,1140604,0,
770286,102,21,1140604,0,
770320,102,21,1140604,0,
770401,102,21,1140604,0,
770529,102,21,1140604,0,
770790,102,21,1140604,0,
771313,102,21,1140604,0,
771315,102,21,1140604,0,
771327,102,21,1140604,0,
771365,102,21,1140604,0,
771454,102,21,1140604,0,
771458,102,21,1140604,0,
771523,102,21,1140604,0,
771936,102,21,1140604,0,
772467,102,21,1140604,0,
772500,102,21,1140604,0,
772651,102,21,1140604,0,
772889,102,21,1140604,0,
773005,102,21,1140604,0,
773068,102,21,1140604,0,
773312,102,21,1140604,0,
773323,102,21,1140604,0,
773378,102,21,1140604,0,
773579,102,21,1140604,0,
773846,102,21,1140604,0,
773896,102,21,1140604,0,
774168,102,21,1140604,0,
774255,102,21,1140604,0,
774361,102,21,1140604,0,
774381,102,21,1140604,0,
774400,102,21,1140604,0,
774708,102,21,1140604,0,
774734,102,21,1140604,0,
775070,102,21,1140604,0,
775081,102,21,1140604,0,
775100,102,21,1140604,0,
775105,102,21,1140604,0,
775127,102,21,1140604,0,
775404,102,21,1140604,0,
775420,102,21,1140604,0,
775531,102,21,1140604,0,
775607,102,21,1140604,0,
775623,102,21,1140604,0,
776597,102,21,1140604,0,
777350,102,21,1140604,0,
777523,102,21,1140604,0,
778346,102,21,1140604,0,
778719,102,21,1140604,0,
778739,102,21,1140604,0,
778998,102,21,1140604,0,
779145,102,21,1140604,0,
779152,102,21,1140604,0,
779652,102,21,1140604,0,
780133,102,21,1140604,0,
780206,102,21,1140604,0,
781304,102,21,1140604,0,
781331,102,21,1140604,0,
781407,102,21,1140604,0,
781608,102,21,1140604,0,
781624,102,21,1140604,0,
782114,102,21,1140604,0,
782336,102,21,1140604,0,
782382,102,21,1140604,0,
782493,102,21,1140604,0,
782571,102,21,1140604,0,
782811,102,21,1140604,0,
782821,102,21,1140604,0,
782936,102,21,1140604,0,
783079,102,21,1140604,0,
783288,102,21,1140604,0,
783457,102,21,1140604,0,
783595,102,21,1140604,0,
783694,102,21,1140604,0,
783706,102,21,1140604,0,
783828,102,21,1140604,0,
783910,102,21,1140604,0,
783964,102,21,1140604,0,
783996,102,21,1140604,0,
784206,102,21,1140604,0,
784314,102,21,1140604,0,
784315,102,21,1140604,0,
784655,102,21,1140604,0,
784790,102,21,1140604,0,
785562,102,21,1140604,0,
785828,102,21,1140604,0,
785831,102,21,1140604,0,
785846,102,21,1140604,0,
785917,102,21,1140604,0,
786124,102,21,1140604,0,
786136,102,21,1140604,0,
786198,102,21,1140604,0,
786219,102,21,1140604,0,
786223,102,21,1140604,0,
786399,102,21,1140604,0,
786984,102,21,1140604,0,
787023,102,21,1140604,0,
787052,102,21,1140604,0,
787077,102,21,1140604,0,
787185,102,21,1140604,0,
787388,102,21,1140604,0,
787581,102,21,1140604,0,
787627,102,21,1140604,0,
787629,102,21,1140604,0,
787655,102,21,1140604,0,
787720,102,21,1140604,0,
787738,102,21,1140604,0,
787916,102,21,1140604,0,
788094,102,21,1140604,0,
788138,102,21,1140604,0,
788140,102,21,1140604,0,
788277,102,21,1140604,0,
788719,102,21,1140604,0,
788805,102,21,1140604,0,
789369,102,21,1140604,0,
789708,102,21,1140604,0,
790171,102,21,1140604,0,
790182,102,21,1140604,0,
790188,102,21,1140604,0,
790200,102,21,1140604,0,
790259,102,21,1140604,0,
790460,102,21,1140604,0,
790512,102,21,1140604,0,
790568,102,21,1140604,0,
790589,102,21,1140604,0,
790647,102,21,1140604,0,
790720,102,21,1140604,0,
790765,102,21,1140604,0,
790785,102,21,1140604,0,
791241,102,21,1140604,0,
791244,102,21,1140604,0,
791275,102,21,1140604,0,
791353,102,21,1140604,0,
791354,102,21,1140604,0,
791513,102,21,1140604,0,
791707,102,21,1140604,0,
791779,102,21,1140604,0,
791852,102,21,1140604,0,
792167,102,21,1140604,0,
792168,102,21,1140604,0,
792234,102,21,1140604,0,
792237,102,21,1140604,0,
792569,102,21,1140604,0,
792608,102,21,1140604,0,
792633,102,21,1140604,0,
792640,102,21,1140604,0,
792642,102,21,1140604,0,
792648,102,21,1140604,0,
792792,102,21,1140604,0,
792969,102,21,1140604,0,
793306,102,21,1140604,0,
793379,102,21,1140604,0,
793399,102,21,1140604,0,
793504,102,21,1140604,0,
793577,102,21,1140604,0,
793661,102,21,1140604,0,
793673,102,21,1140604,0,
793850,102,21,1140604,0,
793933,102,21,1140604,0,
794087,102,21,1140604,0,
794185,102,21,1140604,0,
794463,102,21,1140604,0,
794577,102,21,1140604,0,
794646,102,21,1140604,0,
794690,102,21,1140604,0,
794786,102,21,1140604,0,
794893,102,21,1140604,0,
794898,102,21,1140604,0,
794943,102,21,1140604,0,
795044,102,21,1140604,0,
795064,102,21,1140604,0,
795132,102,21,1140604,0,
795284,102,21,1140604,0,
795531,102,21,1140604,0,
795609,102,21,1140604,0,
795828,102,21,1140604,0,
796097,102,21,1140604,0,
796132,102,21,1140604,0,
796211,102,21,1140604,0,
796525,102,21,1140604,0,
796539,102,21,1140604,0,
797017,102,21,1140604,0,
797039,102,21,1140604,0,
797204,102,21,1140604,0,
797207,102,21,1140604,0,
797417,102,21,1140604,0,
797541,102,21,1140604,0,
797553,102,21,1140604,0,
797606,102,21,1140604,0,
797786,102,21,1140604,0,
797849,102,21,1140604,0,
797896,102,21,1140604,0,
797899,102,21,1140604,0,
797927,102,21,1140604,0,
798044,102,21,1140604,0,
798244,102,21,1140604,0,
798286,102,21,1140604,0,
798302,102,21,1140604,0,
798427,102,21,1140604,0,
798469,102,21,1140604,0,
798622,102,21,1140604,0,
798803,102,21,1140604,0,
798908,102,21,1140604,0,
799024,102,21,1140604,0,
799043,102,21,1140604,0,
799311,102,21,1140604,0,
799395,102,21,1140604,0,
799506,102,21,1140604,0,
799565,102,21,1140604,0,
799606,102,21,1140604,0,
799711,102,21,1140604,0,
799774,102,21,1140604,0,
799775,102,21,1140604,0,
799986,102,21,1140604,0,
800060,102,21,1140604,0,
800188,102,21,1140604,0,
800218,102,21,1140604,0,
800387,102,21,1140604,0,
801444,102,21,1140604,0,
801665,102,21,1140604,0,
801850,102,21,1140604,0,
801882,102,21,1140604,0,
802004,102,21,1140604,0,
802037,102,21,1140604,0,
802401,102,21,1140604,0,
802412,102,21,1140604,0,
802486,102,21,1140604,0,
802580,102,21,1140604,0,
802770,102,21,1140604,0,
803041,102,21,1140604,0,
803139,102,21,1140604,0,
803450,102,21,1140604,0,
803649,102,21,1140604,0,
803664,102,21,1140604,0,
803784,102,21,1140604,0,
804069,102,21,1140604,0,
804144,102,21,1140604,0,
804234,102,21,1140604,0,
804357,102,21,1140604,0,
804792,102,21,1140604,0,
804826,102,21,1140604,0,
805127,102,21,1140604,0,
805129,102,21,1140604,0,
805145,102,21,1140604,0,
805341,102,21,1140604,0,
805353,102,21,1140604,0,
805427,102,21,1140604,0,
805623,102,21,1140604,0,
805651,102,21,1140604,0,
805652,102,21,1140604,0,
805775,102,21,1140604,0,
805839,102,21,1140604,0,
805852,102,21,1140604,0,
805873,102,21,1140604,0,
805939,102,21,1140604,0,
806153,102,21,1140604,0,
806288,102,21,1140604,0,
806715,102,21,1140604,0,
806789,102,21,1140604,0,
806974,102,21,1140604,0,
807265,102,21,1140604,0,
807321,102,21,1140604,0,
807341,102,21,1140604,0,
807348,102,21,1140604,0,
807439,102,21,1140604,0,
807447,102,21,1140604,0,
807516,102,21,1140604,0,
807524,102,21,1140604,0,
807574,102,21,1140604,0,
807575,102,21,1140604,0,
807704,102,21,1140604,0,
807786,102,21,1140604,0,
807869,102,21,1140604,0,
807899,102,21,1140604,0,
807927,102,21,1140604,0,
808312,102,21,1140604,0,
808325,102,21,1140604,0,
808353,102,21,1140604,0,
808503,102,21,1140604,0,
808534,102,21,1140604,0,
808760,102,21,1140604,0,
808830,102,21,1140604,0,
809035,102,21,1140604,0,
809156,102,21,1140604,0,
809189,102,21,1140604,0,
809205,102,21,1140604,0,
809269,102,21,1140604,0,
809474,102,21,1140604,0,
809574,102,21,1140604,0,
809598,102,21,1140604,0,
809600,102,21,1140604,0,
809677,102,21,1140604,0,
809720,102,21,1140604,0,
809810,102,21,1140604,0,
809951,102,21,1140604,0,
810042,102,21,1140604,0,
810201,102,21,1140604,0,
810328,102,21,1140604,0,
810415,102,21,1140604,0,
810591,102,21,1140604,0,
810657,102,21,1140604,0,
810690,102,21,1140604,0,
810804,102,21,1140604,0,
810889,102,21,1140604,0,
811040,102,21,1140604,0,
811059,102,21,1140604,0,
811103,102,21,1140604,0,
811111,102,21,1140604,0,
811185,102,21,1140604,0,
811192,102,21,1140604,0,
811204,102,21,1140604,0,
811547,102,21,1140604,0,
811917,102,21,1140604,0,
812086,102,21,1140604,0,
812188,102,21,1140604,0,
812308,102,21,1140604,0,
812346,102,21,1140604,0,
812436,102,21,1140604,0,
812628,102,21,1140604,0,
813245,102,21,1140604,0,
813265,102,21,1140604,0,
813338,102,21,1140604,0,
813370,102,21,1140604,0,
813508,102,21,1140604,0,
813607,102,21,1140604,0,
813608,102,21,1140604,0,
813742,102,21,1140604,0,
813927,102,21,1140604,0,
814022,102,21,1140604,0,
814298,102,21,1140604,0,
814414,102,21,1140604,0,
814535,102,21,1140604,0,
814561,102,21,1140604,0,
814572,102,21,1140604,0,
814701,102,21,1140604,0,
814785,102,21,1140604,0,
814846,102,21,1140604,0,
815058,102,21,1140604,0,
815074,102,21,1140604,0,
815226,102,21,1140604,0,
815885,102,21,1140604,0,
816099,102,21,1140604,0,
816216,102,21,1140604,0,
816241,102,21,1140604,0,
816456,102,21,1140604,0,
816520,102,21,1140604,0,
816642,102,21,1140604,0,
816960,102,21,1140604,0,
816972,102,21,1140604,0,
817237,102,21,1140604,0,
817349,102,21,1140604,0,
817490,102,21,1140604,0,
817594,102,21,1140604,0,
817799,102,21,1140604,0,
817978,102,21,1140604,0,
818041,102,21,1140604,0,
818503,102,21,1140604,0,
818647,102,21,1140604,0,
818711,102,21,1140604,0,
818794,102,21,1140604,0,
818820,102,21,1140604,0,
819192,102,21,1140604,0,
819209,102,21,1140604,0,
819286,102,21,1140604,0,
819519,102,21,1140604,0,
819544,102,21,1140604,0,
819558,102,21,1140604,0,
819730,102,21,1140604,0,
819874,102,21,1140604,0,
819887,102,21,1140604,0,
820104,102,21,1140604,0,
820106,102,21,1140604,0,
820203,102,21,1140604,0,
820233,102,21,1140604,0,
820236,102,21,1140604,0,
820345,102,21,1140604,0,
820549,102,21,1140604,0,
820910,102,21,1140604,0,
820930,102,21,1140604,0,
820932,102,21,1140604,0,
821107,102,21,1140604,0,
821195,102,21,1140604,0,
821283,102,21,1140604,0,
821332,102,21,1140604,0,
821388,102,21,1140604,0,
821396,102,21,1140604,0,
821469,102,21,1140604,0,
821722,102,21,1140604,0,
821833,102,21,1140604,0,
821911,102,21,1140604,0,
821974,102,21,1140604,0,
821991,102,21,1140604,0,
822212,102,21,1140604,0,
822316,102,21,1140604,0,
822343,102,21,1140604,0,
822351,102,21,1140604,0,
822426,102,21,1140604,0,
822492,102,21,1140604,0,
822509,102,21,1140604,0,
822571,102,21,1140604,0,
823241,102,21,1140604,0,
823399,102,21,1140604,0,
823469,102,21,1140604,0,
823754,102,21,1140604,0,
823862,102,21,1140604,0,
823906,102,21,1140604,0,
824146,102,21,1140604,0,
824382,102,21,1140604,0,
824522,102,21,1140604,0,
824660,102,21,1140604,0,
824734,102,21,1140604,0,
824770,102,21,1140604,0,
824788,102,21,1140604,0,
824894,102,21,1140604,0,
825003,102,21,1140604,0,
825016,102,21,1140604,0,
825140,102,21,1140604,0,
825592,102,21,1140604,0,
825730,102,21,1140604,0,
825766,102,21,1140604,0,
826059,102,21,1140604,0,
826098,102,21,1140604,0,
826474,102,21,1140604,0,
826651,102,21,1140604,0,
826695,102,21,1140604,0,
827120,102,21,1140604,0,
827198,102,21,1140604,0,
827227,102,21,1140604,0,
827277,102,21,1140604,0,
827449,102,21,1140604,0,
827508,102,21,1140604,0,
827561,102,21,1140604,0,
827590,102,21,1140604,0,
827652,102,21,1140604,0,
827740,102,21,1140604,0,
827778,102,21,1140604,0,
828059,102,21,1140604,0,
828125,102,21,1140604,0,
828319,102,21,1140604,0,
828352,102,21,1140604,0,
828404,102,21,1140604,0,
828502,102,21,1140604,0,
828546,102,21,1140604,0,
828555,102,21,1140604,0,
828812,102,21,1140604,0,
828832,102,21,1140604,0,
828846,102,21,1140604,0,
829306,102,21,1140604,0,
829318,102,21,1140604,0,
829523,102,21,1140604,0,
829627,102,21,1140604,0,
829652,102,21,1140604,0,
829669,102,21,1140604,0,
829813,102,21,1140604,0,
829815,102,21,1140604,0,
829934,102,21,1140604,0,
830163,102,21,1140604,0,
830580,102,21,1140604,0,
830618,102,21,1140604,0,
830639,102,21,1140604,0,
830708,102,21,1140604,0,
830719,102,21,1140604,0,
830931,102,21,1140604,0,
831108,102,21,1140604,0,
831177,102,21,1140604,0,
831561,102,21,1140604,0,
831868,102,21,1140604,0,
831896,102,21,1140604,0,
831967,102,21,1140604,0,
832434,102,21,1140604,0,
832537,102,21,1140604,0,
832696,102,21,1140604,0,
832825,102,21,1140604,0,
833003,102,21,1140604,0,
833021,102,21,1140604,0,
833108,102,21,1140604,0,
833276,102,21,1140604,0,
833496,102,21,1140604,0,
833517,102,21,1140604,0,
833533,102,21,1140604,0,
833536,102,21,1140604,0,
833609,102,21,1140604,0,
833619,102,21,1140604,0,
833685,102,21,1140604,0,
833698,102,21,1140604,0,
833983,102,21,1140604,0,
834071,102,21,1140604,0,
834151,102,21,1140604,0,
834285,102,21,1140604,0,
834303,102,21,1140604,0,
834409,102,21,1140604,0,
834427,102,21,1140604,0,
834737,102,21,1140604,0,
834833,102,21,1140604,0,
834988,102,21,1140604,0,
835029,102,21,1140604,0,
835215,102,21,1140604,0,
835236,102,21,1140604,0,
835267,102,21,1140604,0,
835341,102,21,1140604,0,
835411,102,21,1140604,0,
835810,102,21,1140604,0,
835825,102,21,1140604,0,
835851,102,21,1140604,0,
836402,102,21,1140604,0,
836437,102,21,1140604,0,
836694,102,21,1140604,0,
836736,102,21,1140604,0,
836753,102,21,1140604,0,
836815,102,21,1140604,0,
836839,102,21,1140604,0,
837013,102,21,1140604,0,
837017,102,21,1140604,0,
837119,102,21,1140604,0,
837278,102,21,1140604,0,
837548,102,21,1140604,0,
837716,102,21,1140604,0,
837963,102,21,1140604,0,
837976,102,21,1140604,0,
838022,102,21,1140604,0,
838177,102,21,1140604,0,
838196,102,21,1140604,0,
838215,102,21,1140604,0,
838216,102,21,1140604,0,
838504,102,21,1140604,0,
838660,102,21,1140604,0,
838670,102,21,1140604,0,
838968,102,21,1140604,0,
839000,102,21,1140604,0,
839298,102,21,1140604,0,
839306,102,21,1140604,0,
839358,102,21,1140604,0,
839373,102,21,1140604,0,
839553,102,21,1140604,0,
839565,102,21,1140604,0,
840038,102,21,1140604,0,
840173,102,21,1140604,0,
840229,102,21,1140604,0,
840312,102,21,1140604,0,
840380,102,21,1140604,0,
840656,102,21,1140604,0,
840733,102,21,1140604,0,
840840,102,21,1140604,0,
840988,102,21,1140604,0,
841044,102,21,1140604,0,
841079,102,21,1140604,0,
841326,102,21,1140604,0,
841439,102,21,1140604,0,
841458,102,21,1140604,0,
841543,102,21,1140604,0,
841613,102,21,1140604,0,
841637,102,21,1140604,0,
841694,102,21,1140604,0,
841758,102,21,1140604,0,
841759,102,21,1140604,0,
841765,102,21,1140604,0,
841780,102,21,1140604,0,
841792,102,21,1140604,0,
841793,102,21,1140604,0,
841794,102,21,1140604,0,
841797,102,21,1140604,0,
841798,102,21,1140604,0,
841828,102,21,1140604,0,
841830,102,21,1140604,0,
842015,102,21,1140604,0,
842126,102,21,1140604,0,
842132,102,21,1140604,0,
842134,102,21,1140604,0,
842139,102,21,1140604,0,
842146,102,21,1140604,0,
842174,102,21,1140604,0,
842209,102,21,1140604,0,
842310,102,21,1140604,0,
842410,102,21,1140604,0,
842553,102,21,1140604,0,
842687,102,21,1140604,0,
842708,102,21,1140604,0,
842709,102,21,1140604,0,
842710,102,21,1140604,0,
842711,102,21,1140604,0,
842714,102,21,1140604,0,
842715,102,21,1140604,0,
842745,102,21,1140604,0,
842747,102,21,1140604,0,
842758,102,21,1140604,0,
842763,102,21,1140604,0,
842884,102,21,1140604,0,
842885,102,21,1140604,0,
842920,102,21,1140604,0,
842965,102,21,1140604,0,
843054,102,21,1140604,0,
843055,102,21,1140604,0,
843163,102,21,1140604,0,
843304,102,21,1140604,0,
843306,102,21,1140604,0,
843331,102,21,1140604,0,
843387,102,21,1140604,0,
843528,102,21,1140604,0,
843530,102,21,1140604,0,
843551,102,21,1140604,0,
843613,102,21,1140604,0,
843644,102,21,1140604,0,
843649,102,21,1140604,0,
843673,102,21,1140604,0,
843728,102,21,1140604,0,
843802,102,21,1140604,0,
843864,102,21,1140604,0,
843923,102,21,1140604,0,
844046,102,21,1140604,0,
844090,102,21,1140604,0,
844091,102,21,1140604,0,
844092,102,21,1140604,0,
844093,102,21,1140604,0,
844209,102,21,1140604,0,
844218,102,21,1140604,0,
844277,102,21,1140604,0,
844287,102,21,1140604,0,
844296,102,21,1140604,0,
844297,102,21,1140604,0,
844385,102,21,1140604,0,
844406,102,21,1140604,0,
844438,102,21,1140604,0,
844512,102,21,1140604,0,
844594,102,21,1140604,0,
844630,102,21,1140604,0,
844685,102,21,1140604,0,
844805,102,21,1140604,0,
844808,102,21,1140604,0,
844890,102,21,1140604,0,
844982,102,21,1140604,0,
844993,102,21,1140604,0,
845035,102,21,1140604,0,
845082,102,21,1140604,0,
845128,102,21,1140604,0,
845140,102,21,1140604,0,
845153,102,21,1140604,0,
845158,102,21,1140604,0,
845388,102,21,1140604,0,
845749,102,21,1140604,0,
845751,102,21,1140604,0,
845824,102,21,1140604,0,
845888,102,21,1140604,0,
845908,102,21,1140604,0,
845909,102,21,1140604,0,
846004,102,21,1140604,0,
846013,102,21,1140604,0,
846173,102,21,1140604,0,
846431,102,21,1140604,0,
846458,102,21,1140604,0,
846475,102,21,1140604,0,
846483,102,21,1140604,0,
846611,102,21,1140604,0,
846692,102,21,1140604,0,
847007,102,21,1140604,0,
847089,102,21,1140604,0,
847117,102,21,1140604,0,
847118,102,21,1140604,0,
847201,102,21,1140604,0,
847456,102,21,1140604,0,
847567,102,21,1140604,0,
847797,102,21,1140604,0,
847925,102,21,1140604,0,
848032,102,21,1140604,0,
848184,102,21,1140604,0,
848214,102,21,1140604,0,
848215,102,21,1140604,0,
848241,102,21,1140604,0,
848257,102,21,1140604,0,
848264,102,21,1140604,0,
848439,102,21,1140604,0,
848465,102,21,1140604,0,
848466,102,21,1140604,0,
848542,102,21,1140604,0,
848589,102,21,1140604,0,
848636,102,21,1140604,0,
848645,102,21,1140604,0,
848652,102,21,1140604,0,
848796,102,21,1140604,0,
848803,102,21,1140604,0,
848855,102,21,1140604,0,
848906,102,21,1140604,0,
849011,102,21,1140604,0,
849084,102,21,1140604,0,
849165,102,21,1140604,0,
849231,102,21,1140604,0,
849236,102,21,1140604,0,
849237,102,21,1140604,0,
849348,102,21,1140604,0,
849491,102,21,1140604,0,
849729,102,21,1140604,0,
849737,102,21,1140604,0,
849773,102,21,1140604,0,
849996,102,21,1140604,0,
850057,102,21,1140604,0,
850075,102,21,1140604,0,
850183,102,21,1140604,0,
850213,102,21,1140604,0,
850244,102,21,1140604,0,
850406,102,21,1140604,0,
850449,102,21,1140604,0,
850509,102,21,1140604,0,
850782,102,21,1140604,0,
850786,102,21,1140604,0,
850894,102,21,1140604,0,
850933,102,21,1140604,0,
851065,102,21,1140604,0,
851491,102,21,1140604,0,
851500,102,21,1140604,0,
851518,102,21,1140604,0,
851542,102,21,1140604,0,
851582,102,21,1140604,0,
851697,102,21,1140604,0,
851727,102,21,1140604,0,
851739,102,21,1140604,0,
851837,102,21,1140604,0,
851851,102,21,1140604,0,
851967,102,21,1140604,0,
851981,102,21,1140604,0,
852008,102,21,1140604,0,
852086,102,21,1140604,0,
852359,102,21,1140604,0,
852430,102,21,1140604,0,
852443,102,21,1140604,0,
852478,102,21,1140604,0,
852506,102,21,1140604,0,
852548,102,21,1140604,0,
852764,102,21,1140604,0,
852767,102,21,1140604,0,
852782,102,21,1140604,0,
852783,102,21,1140604,0,
852919,102,21,1140604,0,
853057,102,21,1140604,0,
853081,102,21,1140604,0,
853160,102,21,1140604,0,
853254,102,21,1140604,0,
853255,102,21,1140604,0,
853283,102,21,1140604,0,
853284,102,21,1140604,0,
853316,102,21,1140604,0,
