,AGENCE,CODE RESPONSABLE,,,
CLIENACLI,CLIENAAGE,CLIENARES,CLIENACRE,SABVERSION,
613435,102,21,1140604,0,
613445,102,21,1140604,0,
613462,102,21,1140604,0,
613471,102,21,1140604,0,
613523,102,21,1140604,0,
613631,102,21,1140604,0,
613709,102,21,1140604,0,
613714,102,21,1140604,0,
613719,102,21,1140604,0,
613730,102,21,1140604,0,
613806,102,21,1140604,0,
614125,102,21,1140604,0,
614148,102,21,1140604,0,
614222,102,21,1140604,0,
614587,102,21,1140604,0,
614662,102,21,1140604,0,
614772,102,21,1140604,0,
615491,102,21,1140604,0,
615702,102,21,1140604,0,
615860,102,21,1140604,0,
616367,102,21,1140604,0,
616411,102,21,1140604,0,
616745,102,21,1140604,0,
616991,102,21,1140604,0,
617682,102,21,1140604,0,
617718,102,21,1140604,0,
617757,102,21,1140604,0,
618112,102,21,1140604,0,
618304,102,21,1140604,0,
618460,102,21,1140604,0,
618505,102,21,1140604,0,
618961,102,21,1140604,0,
619974,102,21,1140604,0,
620274,102,21,1140604,0,
620287,102,21,1140604,0,
621293,102,21,1140604,0,
621631,102,21,1140604,0,
622082,102,21,1140604,0,
622117,102,21,1140604,0,
624021,102,21,1140604,0,
625028,102,21,1140604,0,
625054,102,21,1140604,0,
625072,102,21,1140604,0,
625092,102,21,1140604,0,
625109,102,21,1140604,0,
625117,102,21,1140604,0,
625120,102,21,1140604,0,
625337,102,21,1140604,0,
625406,102,21,1140604,0,
625533,102,21,1140604,0,
625538,102,21,1140604,0,
625747,102,21,1140604,0,
625806,102,21,1140604,0,
626005,102,21,1140604,0,
626006,102,21,1140604,0,
626521,102,21,1140604,0,
626603,102,21,1140604,0,
626772,102,21,1140604,0,
626805,102,21,1140604,0,
626813,102,21,1140604,0,
626997,102,21,1140604,0,
627009,102,21,1140604,0,
627022,102,21,1140604,0,
627071,102,21,1140604,0,
627118,102,21,1140604,0,
627120,102,21,1140604,0,
627303,102,21,1140604,0,
627308,102,21,1140604,0,
627384,102,21,1140604,0,
627455,102,21,1140604,0,
627493,102,21,1140604,0,
627673,102,21,1140604,0,
627690,102,21,1140604,0,
627691,102,21,1140604,0,
660167,102,21,1140604,0,
660169,102,21,1140604,0,
660199,102,21,1140604,0,
660220,102,21,1140604,0,
660237,102,21,1140604,0,
660265,102,21,1140604,0,
660273,102,21,1140604,0,
660275,102,21,1140604,0,
660287,102,21,1140604,0,
660313,102,21,1140604,0,
660330,102,21,1140604,0,
660351,102,21,1140604,0,
660364,102,21,1140604,0,
660367,102,21,1140604,0,
660373,102,21,1140604,0,
660388,102,21,1140604,0,
660401,102,21,1140604,0,
660402,102,21,1140604,0,
660413,102,21,1140604,0,
660418,102,21,1140604,0,
660428,102,21,1140604,0,
660444,102,21,1140604,0,
660459,102,21,1140604,0,
660470,102,21,1140604,0,
660471,102,21,1140604,0,
660473,102,21,1140604,0,
660504,102,21,1140604,0,
660514,102,21,1140604,0,
660518,102,21,1140604,0,
660521,102,21,1140604,0,
660526,102,21,1140604,0,
660543,102,21,1140604,0,
660564,102,21,1140604,0,
660584,102,21,1140604,0,
660585,102,21,1140604,0,
660594,102,21,1140604,0,
660602,102,21,1140604,0,
660615,102,21,1140604,0,
660616,102,21,1140604,0,
660629,102,21,1140604,0,
660638,102,21,1140604,0,
660667,102,21,1140604,0,
660685,102,21,1140604,0,
660686,102,21,1140604,0,
660696,102,21,1140604,0,
660702,102,21,1140604,0,
660708,102,21,1140604,0,
660711,102,21,1140604,0,
660720,102,21,1140604,0,
660721,102,21,1140604,0,
660729,102,21,1140604,0,
660755,102,21,1140604,0,
660773,102,21,1140604,0,
660796,102,21,1140604,0,
660805,102,21,1140604,0,
660810,102,21,1140604,0,
660817,102,21,1140604,0,
660844,102,21,1140604,0,
660849,102,21,1140604,0,
660854,102,21,1140604,0,
660894,102,21,1140604,0,
660895,102,21,1140604,0,
660910,102,21,1140604,0,
660915,102,21,1140604,0,
660944,102,21,1140604,0,
660955,102,21,1140604,0,
660969,102,21,1140604,0,
660981,102,21,1140604,0,
660997,102,21,1140604,0,
660998,102,21,1140604,0,
661039,102,21,1140604,0,
661048,102,21,1140604,0,
661049,102,21,1140604,0,
661053,102,21,1140604,0,
661058,102,21,1140604,0,
661073,102,21,1140604,0,
661084,102,21,1140604,0,
661089,102,21,1140604,0,
661101,102,21,1140604,0,
661104,102,21,1140604,0,
661108,102,21,1140604,0,
661117,102,21,1140604,0,
661126,102,21,1140604,0,
661133,102,21,1140604,0,
661136,102,21,1140604,0,
661142,102,21,1140604,0,
661143,102,21,1140604,0,
661144,102,21,1140604,0,
661146,102,21,1140604,0,
661148,102,21,1140604,0,
661151,102,21,1140604,0,
661172,102,21,1140604,0,
661177,102,21,1140604,0,
661182,102,21,1140604,0,
661189,102,21,1140604,0,
661191,102,21,1140604,0,
661192,102,21,1140604,0,
661204,102,21,1140604,0,
661208,102,21,1140604,0,
661221,102,21,1140604,0,
661228,102,21,1140604,0,
661232,102,21,1140604,0,
661237,102,21,1140604,0,
661240,102,21,1140604,0,
661259,102,21,1140604,0,
661260,102,21,1140604,0,
661263,102,21,1140604,0,
661276,102,21,1140604,0,
661283,102,21,1140604,0,
661285,102,21,1140604,0,
661287,102,21,1140604,0,
661296,102,21,1140604,0,
661311,102,21,1140604,0,
661325,102,21,1140604,0,
661328,102,21,1140604,0,
661329,102,21,1140604,0,
661354,102,21,1140604,0,
661357,102,21,1140604,0,
661361,102,21,1140604,0,
661363,102,21,1140604,0,
661374,102,21,1140604,0,
661377,102,21,1140604,0,
661385,102,21,1140604,0,
661388,102,21,1140604,0,
661390,102,21,1140604,0,
661416,102,21,1140604,0,
661420,102,21,1140604,0,
661433,102,21,1140604,0,
661435,102,21,1140604,0,
661436,102,21,1140604,0,
661438,102,21,1140604,0,
661441,102,21,1140604,0,
661451,102,21,1140604,0,
661452,102,21,1140604,0,
661463,102,21,1140604,0,
661477,102,21,1140604,0,
661489,102,21,1140604,0,
661511,102,21,1140604,0,
661525,102,21,1140604,0,
661529,102,21,1140604,0,
661537,102,21,1140604,0,
661538,102,21,1140604,0,
661539,102,21,1140604,0,
661540,102,21,1140604,0,
661549,102,21,1140604,0,
661550,102,21,1140604,0,
661552,102,21,1140604,0,
661553,102,21,1140604,0,
661575,102,21,1140604,0,
661579,102,21,1140604,0,
661583,102,21,1140604,0,
661599,102,21,1140604,0,
661605,102,21,1140604,0,
661618,102,21,1140604,0,
661655,102,21,1140604,0,
661669,102,21,1140604,0,
661670,102,21,1140604,0,
661690,102,21,1140604,0,
661694,102,21,1140604,0,
661695,102,21,1140604,0,
661701,102,21,1140604,0,
661702,102,21,1140604,0,
661706,102,21,1140604,0,
661719,102,21,1140604,0,
661726,102,21,1140604,0,
661746,102,21,1140604,0,
661787,102,21,1140604,0,
661791,102,21,1140604,0,
661801,102,21,1140604,0,
661810,102,21,1140604,0,
661819,102,21,1140604,0,
661822,102,21,1140604,0,
661829,102,21,1140604,0,
661832,102,21,1140604,0,
661835,102,21,1140604,0,
661841,102,21,1140604,0,
661857,102,21,1140604,0,
661859,102,21,1140604,0,
661860,102,21,1140604,0,
661871,102,21,1140604,0,
661888,102,21,1140604,0,
661890,102,21,1140604,0,
661895,102,21,1140604,0,
661915,102,21,1140604,0,
661916,102,21,1140604,0,
661941,102,21,1140604,0,
661945,102,21,1140604,0,
661948,102,21,1140604,0,
661949,102,21,1140604,0,
661950,102,21,1140604,0,
661951,102,21,1140604,0,
661952,102,21,1140604,0,
661954,102,21,1140604,0,
661955,102,21,1140604,0,
661956,102,21,1140604,0,
661957,102,21,1140604,0,
661964,102,21,1140604,0,
661976,102,21,1140604,0,
661979,102,21,1140604,0,
661990,102,21,1140604,0,
661998,102,21,1140604,0,
662003,102,21,1140604,0,
662007,102,21,1140604,0,
662011,102,21,1140604,0,
662012,102,21,1140604,0,
662021,102,21,1140604,0,
662038,102,21,1140604,0,
662050,102,21,1140604,0,
662073,102,21,1140604,0,
662075,102,21,1140604,0,
662076,102,21,1140604,0,
662079,102,21,1140604,0,
662081,102,21,1140604,0,
662096,102,21,1140604,0,
662098,102,21,1140604,0,
662099,102,21,1140604,0,
662101,102,21,1140604,0,
662112,102,21,1140604,0,
662113,102,21,1140604,0,
662129,102,21,1140604,0,
662132,102,21,1140604,0,
662139,102,21,1140604,0,
662144,102,21,1140604,0,
662153,102,21,1140604,0,
662154,102,21,1140604,0,
662155,102,21,1140604,0,
662156,102,21,1140604,0,
662175,102,21,1140604,0,
662181,102,21,1140604,0,
662184,102,21,1140604,0,
662185,102,21,1140604,0,
662208,102,21,1140604,0,
662210,102,21,1140604,0,
662212,102,21,1140604,0,
662225,102,21,1140604,0,
662237,102,21,1140604,0,
662255,102,21,1140604,0,
662258,102,21,1140604,0,
662259,102,21,1140604,0,
662261,102,21,1140604,0,
662263,102,21,1140604,0,
662267,102,21,1140604,0,
662272,102,21,1140604,0,
662289,102,21,1140604,0,
662299,102,21,1140604,0,
662303,102,21,1140604,0,
662336,102,21,1140604,0,
662357,102,21,1140604,0,
662358,102,21,1140604,0,
662359,102,21,1140604,0,
662363,102,21,1140604,0,
662366,102,21,1140604,0,
662368,102,21,1140604,0,
662374,102,21,1140604,0,
662375,102,21,1140604,0,
662384,102,21,1140604,0,
662389,102,21,1140604,0,
662397,102,21,1140604,0,
662401,102,21,1140604,0,
662402,102,21,1140604,0,
662413,102,21,1140604,0,
662454,102,21,1140604,0,
662458,102,21,1140604,0,
662468,102,21,1140604,0,
662474,102,21,1140604,0,
662483,102,21,1140604,0,
662486,102,21,1140604,0,
662490,102,21,1140604,0,
662491,102,21,1140604,0,
662495,102,21,1140604,0,
662497,102,21,1140604,0,
662502,102,21,1140604,0,
662523,102,21,1140604,0,
662528,102,21,1140604,0,
662529,102,21,1140604,0,
662533,102,21,1140604,0,
662549,102,21,1140604,0,
662551,102,21,1140604,0,
662564,102,21,1140604,0,
662570,102,21,1140604,0,
662575,102,21,1140604,0,
662578,102,21,1140604,0,
662579,102,21,1140604,0,
662584,102,21,1140604,0,
662588,102,21,1140604,0,
662591,102,21,1140604,0,
662592,102,21,1140604,0,
662597,102,21,1140604,0,
662601,102,21,1140604,0,
662621,102,21,1140604,0,
662629,102,21,1140604,0,
662630,102,21,1140604,0,
662632,102,21,1140604,0,
662638,102,21,1140604,0,
662646,102,21,1140604,0,
662647,102,21,1140604,0,
662658,102,21,1140604,0,
662664,102,21,1140604,0,
662667,102,21,1140604,0,
662668,102,21,1140604,0,
662677,102,21,1140604,0,
662679,102,21,1140604,0,
662682,102,21,1140604,0,
662684,102,21,1140604,0,
662692,102,21,1140604,0,
662696,102,21,1140604,0,
662699,102,21,1140604,0,
662706,102,21,1140604,0,
662707,102,21,1140604,0,
662708,102,21,1140604,0,
662710,102,21,1140604,0,
662712,102,21,1140604,0,
662716,102,21,1140604,0,
662731,102,21,1140604,0,
662732,102,21,1140604,0,
662733,102,21,1140604,0,
662734,102,21,1140604,0,
662735,102,21,1140604,0,
662736,102,21,1140604,0,
662739,102,21,1140604,0,
662752,102,21,1140604,0,
662755,102,21,1140604,0,
662756,102,21,1140604,0,
662757,102,21,1140604,0,
662758,102,21,1140604,0,
662759,102,21,1140604,0,
662769,102,21,1140604,0,
662770,102,21,1140604,0,
662771,102,21,1140604,0,
662782,102,21,1140604,0,
662783,102,21,1140604,0,
662785,102,21,1140604,0,
662786,102,21,1140604,0,
662787,102,21,1140604,0,
662790,102,21,1140604,0,
662793,102,21,1140604,0,
662794,102,21,1140604,0,
662803,102,21,1140604,0,
662810,102,21,1140604,0,
662813,102,21,1140604,0,
662817,102,21,1140604,0,
662820,102,21,1140604,0,
662825,102,21,1140604,0,
662828,102,21,1140604,0,
662830,102,21,1140604,0,
662835,102,21,1140604,0,
662839,102,21,1140604,0,
662841,102,21,1140604,0,
662842,102,21,1140604,0,
662847,102,21,1140604,0,
662849,102,21,1140604,0,
662851,102,21,1140604,0,
662857,102,21,1140604,0,
662858,102,21,1140604,0,
662867,102,21,1140604,0,
662870,102,21,1140604,0,
662875,102,21,1140604,0,
662880,102,21,1140604,0,
662885,102,21,1140604,0,
662896,102,21,1140604,0,
662900,102,21,1140604,0,
662902,102,21,1140604,0,
662903,102,21,1140604,0,
662905,102,21,1140604,0,
662909,102,21,1140604,0,
662910,102,21,1140604,0,
662913,102,21,1140604,0,
662914,102,21,1140604,0,
662917,102,21,1140604,0,
662921,102,21,1140604,0,
662922,102,21,1140604,0,
662923,102,21,1140604,0,
662925,102,21,1140604,0,
662929,102,21,1140604,0,
662931,102,21,1140604,0,
662933,102,21,1140604,0,
662939,102,21,1140604,0,
662943,102,21,1140604,0,
662944,102,21,1140604,0,
662945,102,21,1140604,0,
662948,102,21,1140604,0,
662950,102,21,1140604,0,
662951,102,21,1140604,0,
662952,102,21,1140604,0,
662959,102,21,1140604,0,
662960,102,21,1140604,0,
662965,102,21,1140604,0,
662966,102,21,1140604,0,
662967,102,21,1140604,0,
662968,102,21,1140604,0,
662972,102,21,1140604,0,
662975,102,21,1140604,0,
662977,102,21,1140604,0,
662978,102,21,1140604,0,
662982,102,21,1140604,0,
662987,102,21,1140604,0,
662990,102,21,1140604,0,
662991,102,21,1140604,0,
662992,102,21,1140604,0,
662993,102,21,1140604,0,
662995,102,21,1140604,0,
662999,102,21,1140604,0,
663002,102,21,1140604,0,
663003,102,21,1140604,0,
663008,102,21,1140604,0,
663011,102,21,1140604,0,
663014,102,21,1140604,0,
663020,102,21,1140604,0,
663022,102,21,1140604,0,
663024,102,21,1140604,0,
663027,102,21,1140604,0,
663030,102,21,1140604,0,
663034,102,21,1140604,0,
663036,102,21,1140604,0,
663039,102,21,1140604,0,
663041,102,21,1140604,0,
663050,102,21,1140604,0,
663051,102,21,1140604,0,
663052,102,21,1140604,0,
663059,102,21,1140604,0,
663060,102,21,1140604,0,
663061,102,21,1140604,0,
663064,102,21,1140604,0,
663069,102,21,1140604,0,
663070,102,21,1140604,0,
663073,102,21,1140604,0,
663080,102,21,1140604,0,
663086,102,21,1140604,0,
663087,102,21,1140604,0,
663090,102,21,1140604,0,
663092,102,21,1140604,0,
663094,102,21,1140604,0,
663095,102,21,1140604,0,
663096,102,21,1140604,0,
663106,102,21,1140604,0,
663110,102,21,1140604,0,
663123,102,21,1140604,0,
663124,102,21,1140604,0,
663125,102,21,1140604,0,
663127,102,21,1140604,0,
663128,102,21,1140604,0,
663129,102,21,1140604,0,
663132,102,21,1140604,0,
663135,102,21,1140604,0,
663137,102,21,1140604,0,
663140,102,21,1140604,0,
663142,102,21,1140604,0,
663149,102,21,1140604,0,
663151,102,21,1140604,0,
663152,102,21,1140604,0,
663156,102,21,1140604,0,
663162,102,21,1140604,0,
663164,102,21,1140604,0,
663165,102,21,1140604,0,
663166,102,21,1140604,0,
663169,102,21,1140604,0,
663171,102,21,1140604,0,
663173,102,21,1140604,0,
663175,102,21,1140604,0,
663176,102,21,1140604,0,
663177,102,21,1140604,0,
663178,102,21,1140604,0,
663187,102,21,1140604,0,
663188,102,21,1140604,0,
663191,102,21,1140604,0,
663193,102,21,1140604,0,
663194,102,21,1140604,0,
663195,102,21,1140604,0,
663197,102,21,1140604,0,
663202,102,21,1140604,0,
663203,102,21,1140604,0,
663204,102,21,1140604,0,
663205,102,21,1140604,0,
663206,102,21,1140604,0,
663210,102,21,1140604,0,
663211,102,21,1140604,0,
663215,102,21,1140604,0,
663218,102,21,1140604,0,
663221,102,21,1140604,0,
663225,102,21,1140604,0,
663227,102,21,1140604,0,
663230,102,21,1140604,0,
663234,102,21,1140604,0,
663235,102,21,1140604,0,
663236,102,21,1140604,0,
663241,102,21,1140604,0,
663245,102,21,1140604,0,
663246,102,21,1140604,0,
663247,102,21,1140604,0,
663253,102,21,1140604,0,
663254,102,21,1140604,0,
663262,102,21,1140604,0,
663263,102,21,1140604,0,
663267,102,21,1140604,0,
663269,102,21,1140604,0,
663270,102,21,1140604,0,
663271,102,21,1140604,0,
663273,102,21,1140604,0,
663275,102,21,1140604,0,
663281,102,21,1140604,0,
663282,102,21,1140604,0,
663283,102,21,1140604,0,
663284,102,21,1140604,0,
663287,102,21,1140604,0,
663291,102,21,1140604,0,
663292,102,21,1140604,0,
663294,102,21,1140604,0,
663295,102,21,1140604,0,
663301,102,21,1140604,0,
663302,102,21,1140604,0,
663306,102,21,1140604,0,
663311,102,21,1140604,0,
663318,102,21,1140604,0,
663323,102,21,1140604,0,
663325,102,21,1140604,0,
663327,102,21,1140604,0,
663328,102,21,1140604,0,
663329,102,21,1140604,0,
663331,102,21,1140604,0,
663341,102,21,1140604,0,
663347,102,21,1140604,0,
663348,102,21,1140604,0,
663350,102,21,1140604,0,
663352,102,21,1140604,0,
663356,102,21,1140604,0,
663357,102,21,1140604,0,
663362,102,21,1140604,0,
663368,102,21,1140604,0,
663369,102,21,1140604,0,
663371,102,21,1140604,0,
663372,102,21,1140604,0,
663373,102,21,1140604,0,
663378,102,21,1140604,0,
663381,102,21,1140604,0,
663384,102,21,1140604,0,
663385,102,21,1140604,0,
663386,102,21,1140604,0,
663387,102,21,1140604,0,
663388,102,21,1140604,0,
663390,102,21,1140604,0,
663396,102,21,1140604,0,
663397,102,21,1140604,0,
663398,102,21,1140604,0,
663401,102,21,1140604,0,
663402,102,21,1140604,0,
663403,102,21,1140604,0,
663404,102,21,1140604,0,
663405,102,21,1140604,0,
663406,102,21,1140604,0,
663407,102,21,1140604,0,
663410,102,21,1140604,0,
663411,102,21,1140604,0,
663413,102,21,1140604,0,
663415,102,21,1140604,0,
663416,102,21,1140604,0,
663419,102,21,1140604,0,
663420,102,21,1140604,0,
663421,102,21,1140604,0,
663422,102,21,1140604,0,
663423,102,21,1140604,0,
663429,102,21,1140604,0,
663431,102,21,1140604,0,
663435,102,21,1140604,0,
663441,102,21,1140604,0,
663443,102,21,1140604,0,
663447,102,21,1140604,0,
663450,102,21,1140604,0,
663452,102,21,1140604,0,
663455,102,21,1140604,0,
663457,102,21,1140604,0,
663459,102,21,1140604,0,
663460,102,21,1140604,0,
663461,102,21,1140604,0,
663463,102,21,1140604,0,
663465,102,21,1140604,0,
663466,102,21,1140604,0,
663467,102,21,1140604,0,
663468,102,21,1140604,0,
663471,102,21,1140604,0,
663472,102,21,1140604,0,
663474,102,21,1140604,0,
663475,102,21,1140604,0,
663476,102,21,1140604,0,
663481,102,21,1140604,0,
663482,102,21,1140604,0,
663485,102,21,1140604,0,
663486,102,21,1140604,0,
663487,102,21,1140604,0,
663494,102,21,1140604,0,
663495,102,21,1140604,0,
663500,102,21,1140604,0,
663501,102,21,1140604,0,
663503,102,21,1140604,0,
663504,102,21,1140604,0,
663513,102,21,1140604,0,
663517,102,21,1140604,0,
663518,102,21,1140604,0,
663519,102,21,1140604,0,
663520,102,21,1140604,0,
663522,102,21,1140604,0,
663523,102,21,1140604,0,
663528,102,21,1140604,0,
663533,102,21,1140604,0,
663536,102,21,1140604,0,
663537,102,21,1140604,0,
663538,102,21,1140604,0,
663540,102,21,1140604,0,
663541,102,21,1140604,0,
663542,102,21,1140604,0,
663543,102,21,1140604,0,
663546,102,21,1140604,0,
663547,102,21,1140604,0,
663548,102,21,1140604,0,
663549,102,21,1140604,0,
663550,102,21,1140604,0,
663552,102,21,1140604,0,
663553,102,21,1140604,0,
663554,102,21,1140604,0,
663556,102,21,1140604,0,
663557,102,21,1140604,0,
663561,102,21,1140604,0,
663564,102,21,1140604,0,
663565,102,21,1140604,0,
663567,102,21,1140604,0,
663569,102,21,1140604,0,
663573,102,21,1140604,0,
663575,102,21,1140604,0,
663578,102,21,1140604,0,
663579,102,21,1140604,0,
663580,102,21,1140604,0,
663586,102,21,1140604,0,
663587,102,21,1140604,0,
663588,102,21,1140604,0,
663590,102,21,1140604,0,
663591,102,21,1140604,0,
663595,102,21,1140604,0,
663602,102,21,1140604,0,
663603,102,21,1140604,0,
663606,102,21,1140604,0,
663607,102,21,1140604,0,
663612,102,21,1140604,0,
663613,102,21,1140604,0,
663616,102,21,1140604,0,
663618,102,21,1140604,0,
663620,102,21,1140604,0,
663622,102,21,1140604,0,
663623,102,21,1140604,0,
663624,102,21,1140604,0,
663625,102,21,1140604,0,
663626,102,21,1140604,0,
663627,102,21,1140604,0,
663628,102,21,1140604,0,
663630,102,21,1140604,0,
663632,102,21,1140604,0,
663633,102,21,1140604,0,
663636,102,21,1140604,0,
663637,102,21,1140604,0,
663638,102,21,1140604,0,
663639,102,21,1140604,0,
663641,102,21,1140604,0,
663642,102,21,1140604,0,
663651,102,21,1140604,0,
663652,102,21,1140604,0,
663655,102,21,1140604,0,
663656,102,21,1140604,0,
663657,102,21,1140604,0,
663658,102,21,1140604,0,
663659,102,21,1140604,0,
663667,102,21,1140604,0,
663670,102,21,1140604,0,
663673,102,21,1140604,0,
663675,102,21,1140604,0,
663680,102,21,1140604,0,
663681,102,21,1140604,0,
663682,102,21,1140604,0,
663683,102,21,1140604,0,
663684,102,21,1140604,0,
663686,102,21,1140604,0,
663687,102,21,1140604,0,
663688,102,21,1140604,0,
663695,102,21,1140604,0,
663696,102,21,1140604,0,
663697,102,21,1140604,0,
663699,102,21,1140604,0,
663700,102,21,1140604,0,
663701,102,21,1140604,0,
663702,102,21,1140604,0,
663704,102,21,1140604,0,
663705,102,21,1140604,0,
663706,102,21,1140604,0,
663707,102,21,1140604,0,
663708,102,21,1140604,0,
663709,102,21,1140604,0,
663710,102,21,1140604,0,
663723,102,21,1140604,0,
663724,102,21,1140604,0,
663725,102,21,1140604,0,
663739,102,21,1140604,0,
663740,102,21,1140604,0,
663741,102,21,1140604,0,
663742,102,21,1140604,0,
663743,102,21,1140604,0,
663751,102,21,1140604,0,
663752,102,21,1140604,0,
663753,102,21,1140604,0,
663754,102,21,1140604,0,
663756,102,21,1140604,0,
663757,102,21,1140604,0,
663759,102,21,1140604,0,
663762,102,21,1140604,0,
663763,102,21,1140604,0,
663766,102,21,1140604,0,
663767,102,21,1140604,0,
663770,102,21,1140604,0,
663771,102,21,1140604,0,
663773,102,21,1140604,0,
663776,102,21,1140604,0,
663777,102,21,1140604,0,
663778,102,21,1140604,0,
663779,102,21,1140604,0,
663783,102,21,1140604,0,
700391,102,21,1140604,0,
700711,102,21,1140604,0,
700717,102,21,1140604,0,
700804,102,21,1140604,0,
701173,102,21,1140604,0,
701273,102,21,1140604,0,
701336,102,21,1140604,0,
701451,102,21,1140604,0,
701539,102,21,1140604,0,
701567,102,21,1140604,0,
701638,102,21,1140604,0,
701733,102,21,1140604,0,
701846,102,21,1140604,0,
702084,102,21,1140604,0,
702156,102,21,1140604,0,
702296,102,21,1140604,0,
702502,102,21,1140604,0,
702832,102,21,1140604,0,
702982,102,21,1140604,0,
703348,102,21,1140604,0,
703406,102,21,1140604,0,
703806,102,21,1140604,0,
703910,102,21,1140604,0,
704024,102,21,1140604,0,
704203,102,21,1140604,0,
704331,102,21,1140604,0,
704500,102,21,1140604,0,
704628,102,21,1140604,0,
704702,102,21,1140604,0,
704860,102,21,1140604,0,
704898,102,21,1140604,0,
705054,102,21,1140604,0,
705127,102,21,1140604,0,
705149,102,21,1140604,0,
705939,102,21,1140604,0,
706077,102,21,1140604,0,
706130,102,21,1140604,0,
706514,102,21,1140604,0,
706956,102,21,1140604,0,
707161,102,21,1140604,0,
707302,102,21,1140604,0,
707432,102,21,1140604,0,
707498,102,21,1140604,0,
707831,102,21,1140604,0,
707850,102,21,1140604,0,
707982,102,21,1140604,0,
708118,102,21,1140604,0,
708420,102,21,1140604,0,
708493,102,21,1140604,0,
708692,102,21,1140604,0,
708930,102,21,1140604,0,
709108,102,21,1140604,0,
709123,102,21,1140604,0,
709281,102,21,1140604,0,
709348,102,21,1140604,0,
709353,102,21,1140604,0,
709633,102,21,1140604,0,
710166,102,21,1140604,0,
710182,102,21,1140604,0,
710567,102,21,1140604,0,
710662,102,21,1140604,0,
710770,102,21,1140604,0,
710867,102,21,1140604,0,
711088,102,21,1140604,0,
711245,102,21,1140604,0,
711328,102,21,1140604,0,
711447,102,21,1140604,0,
711475,102,21,1140604,0,
711510,102,21,1140604,0,
711689,102,21,1140604,0,
711826,102,21,1140604,0,
711838,102,21,1140604,0,
712186,102,21,1140604,0,
712222,102,21,1140604,0,
712269,102,21,1140604,0,
712533,102,21,1140604,0,
712646,102,21,1140604,0,
712789,102,21,1140604,0,
712974,102,21,1140604,0,
712982,102,21,1140604,0,
713304,102,21,1140604,0,
713510,102,21,1140604,0,
713652,102,21,1140604,0,
713839,102,21,1140604,0,
714006,102,21,1140604,0,
714166,102,21,1140604,0,
714356,102,21,1140604,0,
714434,102,21,1140604,0,
714763,102,21,1140604,0,
714958,102,21,1140604,0,
715020,102,21,1140604,0,
715140,102,21,1140604,0,
715174,102,21,1140604,0,
715196,102,21,1140604,0,
715204,102,21,1140604,0,
715301,102,21,1140604,0,
715337,102,21,1140604,0,
715385,102,21,1140604,0,
715414,102,21,1140604,0,
715600,102,21,1140604,0,
715690,102,21,1140604,0,
715695,102,21,1140604,0,
715867,102,21,1140604,0,
715934,102,21,1140604,0,
716170,102,21,1140604,0,
716232,102,21,1140604,0,
716342,102,21,1140604,0,
716346,102,21,1140604,0,
716486,102,21,1140604,0,
716749,102,21,1140604,0,
716755,102,21,1140604,0,
716833,102,21,1140604,0,
716853,102,21,1140604,0,
717209,102,21,1140604,0,
717312,102,21,1140604,0,
717365,102,21,1140604,0,
717972,102,21,1140604,0,
717996,102,21,1140604,0,
718011,102,21,1140604,0,
718077,102,21,1140604,0,
718156,102,21,1140604,0,
718208,102,21,1140604,0,
718326,102,21,1140604,0,
718537,102,21,1140604,0,
718902,102,21,1140604,0,
718986,102,21,1140604,0,
719001,102,21,1140604,0,
719012,102,21,1140604,0,
719035,102,21,1140604,0,
719203,102,21,1140604,0,
719545,102,21,1140604,0,
719559,102,21,1140604,0,
719949,102,21,1140604,0,
719978,102,21,1140604,0,
720018,102,21,1140604,0,
720136,102,21,1140604,0,
720367,102,21,1140604,0,
720793,102,21,1140604,0,
720899,102,21,1140604,0,
720952,102,21,1140604,0,
721002,102,21,1140604,0,
721073,102,21,1140604,0,
721102,102,21,1140604,0,
721258,102,21,1140604,0,
721264,102,21,1140604,0,
721367,102,21,1140604,0,
721413,102,21,1140604,0,
721452,102,21,1140604,0,
721955,102,21,1140604,0,
721969,102,21,1140604,0,
722041,102,21,1140604,0,
722226,102,21,1140604,0,
722402,102,21,1140604,0,
722551,102,21,1140604,0,
722602,102,21,1140604,0,
722714,102,21,1140604,0,
722828,102,21,1140604,0,
722831,102,21,1140604,0,
722949,102,21,1140604,0,
723054,102,21,1140604,0,
723268,102,21,1140604,0,
723444,102,21,1140604,0,
723711,102,21,1140604,0,
723828,102,21,1140604,0,
724013,102,21,1140604,0,
724045,102,21,1140604,0,
724327,102,21,1140604,0,
724360,102,21,1140604,0,
724444,102,21,1140604,0,
724686,102,21,1140604,0,
725144,102,21,1140604,0,
725256,102,21,1140604,0,
725304,102,21,1140604,0,
725445,102,21,1140604,0,
725611,102,21,1140604,0,
725643,102,21,1140604,0,
725686,102,21,1140604,0,
725803,102,21,1140604,0,
725873,102,21,1140604,0,
725974,102,21,1140604,0,
726081,102,21,1140604,0,
726162,102,21,1140604,0,
726488,102,21,1140604,0,
726599,102,21,1140604,0,
726915,102,21,1140604,0,
727075,102,21,1140604,0,
727571,102,21,1140604,0,
728058,102,21,1140604,0,
728225,102,21,1140604,0,
728472,102,21,1140604,0,
728616,102,21,1140604,0,
728621,102,21,1140604,0,
728803,102,21,1140604,0,
728989,102,21,1140604,0,
729530,102,21,1140604,0,
729661,102,21,1140604,0,
729769,102,21,1140604,0,
729773,102,21,1140604,0,
729779,102,21,1140604,0,
729880,102,21,1140604,0,
