,AGENCE,CODE RESPONSABLE,,,,,,,,,,
CLIENACLI,CLIENAAGE,CLIENARES,CLIENACRE,SABVERSION,,N AGENCE,N CODE RESP,,N° Prospect,Agence,Libellé Agence,
662965,102,21,1140604,0,,,,,662965,92730,PARIS,
662966,102,21,1140604,0,,,,,662966,35760,D.R./RENNES,
662967,102,21,1140604,0,,,,,662967,21730,DIJON,
662968,102,21,1140604,0,,,,,662968,87730,LIMOGES,
662972,102,21,1140604,0,,,,,662972,69730,LYON,
662975,102,21,1140604,0,,,,,662975,31850,D.R./TOULOUSE,
662977,102,21,1140604,0,,,,,662977,89730,AUXERRE,
662978,102,21,1140604,0,,,,,662978,89730,AUXERRE,
662982,102,21,1140604,0,,,,,662982,69790,SIEGE,
662987,102,21,1140604,0,,,,,662987,34730,MONTPELLIER,
662990,102,21,1140604,0,,,,,662990,92730,PARIS,
662991,102,21,1140604,0,,,,,662991,34730,MONTPELLIER,
662992,102,21,1140604,0,,,,,662992,92730,PARIS,
662993,102,21,1140604,0,,,,,662993,86730,POITIERS,
662995,102,21,1140604,0,,,,,662995,35760,D.R./RENNES,
662999,102,21,1140604,0,,,,,662999,87740,D.R./LIMOGES,
663002,102,21,1140604,0,,,,,663002,49740,DGR OUEST,
663003,102,21,1140604,0,,,,,663003,44730,NANTES,
663008,102,21,1140604,0,,,,,663008,49740,DGR OUEST,
663011,102,21,1140604,0,,,,,663011,35760,D.R./RENNES,
663014,102,21,1140604,0,,,,,663014,86730,POITIERS,
663020,102,21,1140604,0,,,,,663020,13730,MARSEILLE,
663022,102,21,1140604,0,,,,,663022,13730,MARSEILLE,
663024,102,21,1140604,0,,,,,663024,13730,MARSEILLE,
663027,102,21,1140604,0,,,,,663027,59730,LILLE,
663030,102,21,1140604,0,,,,,663030,87740,D.R./LIMOGES,
663034,102,21,1140604,0,,,,,663034,35760,D.R./RENNES,
663036,102,21,1140604,0,,,,,663036,59730,LILLE,
663039,102,21,1140604,0,,,,,663039,41740,D.R./BLOIS,
663041,102,21,1140604,0,,,,,663041,49740,DGR OUEST,
663050,102,21,1140604,0,,,,,663050,49740,DGR OUEST,
663051,102,21,1140604,0,,,,,663051,86730,POITIERS,
663052,102,21,1140604,0,,,,,663052,74790,ANNECY,
663059,102,21,1140604,0,,,,,663059,44730,NANTES,
663060,102,21,1140604,0,,,,,663060,87730,LIMOGES,
663061,102,21,1140604,0,,,,,663061,34730,MONTPELLIER,
663064,102,21,1140604,0,,,,,663064,54730,NANCY,
663069,102,21,1140604,0,,,,,663069,44730,NANTES,
663070,102,21,1140604,0,,,,,663070,87730,LIMOGES,
663073,102,21,1140604,0,,,,,663073,44730,NANTES,
663080,102,21,1140604,0,,,,,663080,92730,PARIS,
663086,102,21,1140604,0,,,,,663086,44730,NANTES,
663087,102,21,1140604,0,,,,,663087,44730,NANTES,
663090,102,21,1140604,0,,,,,663090,86730,POITIERS,
663092,102,21,1140604,0,,,,,663092,01730,BOURG EN BRESSE,
663094,102,21,1140604,0,,,,,663094,13730,MARSEILLE,
663095,102,21,1140604,0,,,,,663095,13730,MARSEILLE,
663096,102,21,1140604,0,,,,,663096,86730,POITIERS,
663106,102,21,1140604,0,,,,,663106,34730,MONTPELLIER,
663110,102,21,1140604,0,,,,,663110,44730,NANTES,
663123,102,21,1140604,0,,,,,663123,31850,D.R./TOULOUSE,
663124,102,21,1140604,0,,,,,663124,31850,D.R./TOULOUSE,
663125,102,21,1140604,0,,,,,663125,31850,D.R./TOULOUSE,
663127,102,21,1140604,0,,,,,663127,34730,MONTPELLIER,
663128,102,21,1140604,0,,,,,663128,34730,MONTPELLIER,
663129,102,21,1140604,0,,,,,663129,13730,MARSEILLE,
663132,102,21,1140604,0,,,,,663132,35760,D.R./RENNES,
663135,102,21,1140604,0,,,,,663135,13730,MARSEILLE,
663137,102,21,1140604,0,,,,,663137,92730,PARIS,
663140,102,21,1140604,0,,,,,663140,21730,DIJON,
663142,102,21,1140604,0,,,,,663142,21730,DIJON,
663149,102,21,1140604,0,,,,,663149,80730,AMIENS,
663151,102,21,1140604,0,,,,,663151,87740,D.R./LIMOGES,
663152,102,21,1140604,0,,,,,663152,13730,MARSEILLE,
663156,102,21,1140604,0,,,,,663156,54730,NANCY,
663162,102,21,1140604,0,,,,,663162,13730,MARSEILLE,
663164,102,21,1140604,0,,,,,663164,69730,LYON,
663165,102,21,1140604,0,,,,,663165,87740,D.R./LIMOGES,
663166,102,21,1140604,0,,,,,663166,13730,MARSEILLE,
663169,102,21,1140604,0,,,,,663169,74790,ANNECY,
663171,102,21,1140604,0,,,,,663171,54730,NANCY,
663173,102,21,1140604,0,,,,,663173,35760,D.R./RENNES,
663175,102,21,1140604,0,,,,,663175,13730,MARSEILLE,
663176,102,21,1140604,0,,,,,663176,54730,NANCY,
663177,102,21,1140604,0,,,,,663177,13730,MARSEILLE,
663178,102,21,1140604,0,,,,,663178,54730,NANCY,
663187,102,21,1140604,0,,,,,663187,44730,NANTES,
663188,102,21,1140604,0,,,,,663188,35760,D.R./RENNES,
663191,102,21,1140604,0,,,,,663191,49740,DGR OUEST,
663193,102,21,1140604,0,,,,,663193,49740,DGR OUEST,
663194,102,21,1140604,0,,,,,663194,13730,MARSEILLE,
663195,102,21,1140604,0,,,,,663195,44730,NANTES,
663197,102,21,1140604,0,,,,,663197,54730,NANCY,
663202,102,21,1140604,0,,,,,663202,13730,MARSEILLE,
663203,102,21,1140604,0,,,,,663203,80730,AMIENS,
663204,102,21,1140604,0,,,,,663204,21730,DIJON,
663205,102,21,1140604,0,,,,,663205,92730,PARIS,
663206,102,21,1140604,0,,,,,663206,34730,MONTPELLIER,
663210,102,21,1140604,0,,,,,663210,44730,NANTES,
663211,102,21,1140604,0,,,,,663211,87730,LIMOGES,
663215,102,21,1140604,0,,,,,663215,59730,LILLE,
663218,102,21,1140604,0,,,,,663218,35760,D.R./RENNES,
663221,102,21,1140604,0,,,,,663221,69730,LYON,
663225,102,21,1140604,0,,,,,663225,49740,DGR OUEST,
663227,102,21,1140604,0,,,,,663227,59730,LILLE,
663230,102,21,1140604,0,,,,,663230,44730,NANTES,
663234,102,21,1140604,0,,,,,663234,74790,ANNECY,
663235,102,21,1140604,0,,,,,663235,74790,ANNECY,
663236,102,21,1140604,0,,,,,663236,87740,D.R./LIMOGES,
663241,102,21,1140604,0,,,,,663241,31850,D.R./TOULOUSE,
663245,102,21,1140604,0,,,,,663245,74790,ANNECY,
663246,102,21,1140604,0,,,,,663246,69790,SIEGE,
663247,102,21,1140604,0,,,,,663247,92730,PARIS,
663253,102,21,1140604,0,,,,,663253,76750,D.R./ROUEN,
663254,102,21,1140604,0,,,,,663254,80730,AMIENS,
663262,102,21,1140604,0,,,,,663262,44730,NANTES,
663263,102,21,1140604,0,,,,,663263,54730,NANCY,
663267,102,21,1140604,0,,,,,663267,92730,PARIS,
663269,102,21,1140604,0,,,,,663269,44730,NANTES,
663270,102,21,1140604,0,,,,,663270,35730,RENNES,
663271,102,21,1140604,0,,,,,663271,49740,DGR OUEST,
663273,102,21,1140604,0,,,,,663273,31850,D.R./TOULOUSE,
663275,102,21,1140604,0,,,,,663275,49730,ANGERS,
663281,102,21,1140604,0,,,,,663281,44730,NANTES,
663282,102,21,1140604,0,,,,,663282,92730,PARIS,
663283,102,21,1140604,0,,,,,663283,80730,AMIENS,
663284,102,21,1140604,0,,,,,663284,54730,NANCY,
663287,102,21,1140604,0,,,,,663287,13730,MARSEILLE,
663291,102,21,1140604,0,,,,,663291,34730,MONTPELLIER,
663292,102,21,1140604,0,,,,,663292,44730,NANTES,
663294,102,21,1140604,0,,,,,663294,87740,D.R./LIMOGES,
663295,102,21,1140604,0,,,,,663295,87740,D.R./LIMOGES,
663301,102,21,1140604,0,,,,,663301,35760,D.R./RENNES,
663302,102,21,1140604,0,,,,,663302,06730,NICE,
663306,102,21,1140604,0,,,,,663306,13730,MARSEILLE,
663311,102,21,1140604,0,,,,,663311,87740,D.R./LIMOGES,
663318,102,21,1140604,0,,,,,663318,92730,PARIS,
663323,102,21,1140604,0,,,,,663323,92730,PARIS,
663325,102,21,1140604,0,,,,,663325,80730,AMIENS,
663327,102,21,1140604,0,,,,,663327,92730,PARIS,
663328,102,21,1140604,0,,,,,663328,49730,ANGERS,
663329,102,21,1140604,0,,,,,663329,21730,DIJON,
663331,102,21,1140604,0,,,,,663331,13730,MARSEILLE,
663341,102,21,1140604,0,,,,,663341,13730,MARSEILLE,
663347,102,21,1140604,0,,,,,663347,31850,D.R./TOULOUSE,
663348,102,21,1140604,0,,,,,663348,13730,MARSEILLE,
663350,102,21,1140604,0,,,,,663350,49730,ANGERS,
663352,102,21,1140604,0,,,,,663352,86730,POITIERS,
663356,102,21,1140604,0,,,,,663356,59730,LILLE,
663357,102,21,1140604,0,,,,,663357,86730,POITIERS,
663362,102,21,1140604,0,,,,,663362,06730,NICE,
663368,102,21,1140604,0,,,,,663368,21730,DIJON,
663369,102,21,1140604,0,,,,,663369,34730,MONTPELLIER,
663371,102,21,1140604,0,,,,,663371,13730,MARSEILLE,
663372,102,21,1140604,0,,,,,663372,13730,MARSEILLE,
663373,102,21,1140604,0,,,,,663373,59730,LILLE,
663378,102,21,1140604,0,,,,,663378,44730,NANTES,
663381,102,21,1140604,0,,,,,663381,92730,PARIS,
663384,102,21,1140604,0,,,,,663384,35760,D.R./RENNES,
663385,102,21,1140604,0,,,,,663385,49730,ANGERS,
663386,102,21,1140604,0,,,,,663386,49740,DGR OUEST,
663387,102,21,1140604,0,,,,,663387,13730,MARSEILLE,
663388,102,21,1140604,0,,,,,663388,89730,AUXERRE,
663390,102,21,1140604,0,,,,,663390,13730,MARSEILLE,
663396,102,21,1140604,0,,,,,663396,44730,NANTES,
663397,102,21,1140604,0,,,,,663397,49730,ANGERS,
663398,102,21,1140604,0,,,,,663398,13730,MARSEILLE,
663401,102,21,1140604,0,,,,,663401,34730,MONTPELLIER,
663402,102,21,1140604,0,,,,,663402,34730,MONTPELLIER,
663403,102,21,1140604,0,,,,,663403,49730,ANGERS,
663404,102,21,1140604,0,,,,,663404,34730,MONTPELLIER,
663405,102,21,1140604,0,,,,,663405,54730,NANCY,
663406,102,21,1140604,0,,,,,663406,34730,MONTPELLIER,
663407,102,21,1140604,0,,,,,663407,31850,D.R./TOULOUSE,
663410,102,21,1140604,0,,,,,663410,21730,DIJON,
663411,102,21,1140604,0,,,,,663411,64730,PAU,
663413,102,21,1140604,0,,,,,663413,69730,LYON,
663415,102,21,1140604,0,,,,,663415,06730,NICE,
663416,102,21,1140604,0,,,,,663416,54730,NANCY,
663419,102,21,1140604,0,,,,,663419,35760,D.R./RENNES,
663420,102,21,1140604,0,,,,,663420,92730,PARIS,
663421,102,21,1140604,0,,,,,663421,34730,MONTPELLIER,
663422,102,21,1140604,0,,,,,663422,87740,D.R./LIMOGES,
663423,102,21,1140604,0,,,,,663423,06730,NICE,
663429,102,21,1140604,0,,,,,663429,21730,DIJON,
663431,102,21,1140604,0,,,,,663431,13730,MARSEILLE,
663435,102,21,1140604,0,,,,,663435,92730,PARIS,
663441,102,21,1140604,0,,,,,663441,44730,NANTES,
663443,102,21,1140604,0,,,,,663443,49730,ANGERS,
663447,102,21,1140604,0,,,,,663447,35760,D.R./RENNES,
663450,102,21,1140604,0,,,,,663450,64730,PAU,
663452,102,21,1140604,0,,,,,663452,35760,D.R./RENNES,
663455,102,21,1140604,0,,,,,663455,13730,MARSEILLE,
663457,102,21,1140604,0,,,,,663457,34730,MONTPELLIER,
663459,102,21,1140604,0,,,,,663459,06730,NICE,
663460,102,21,1140604,0,,,,,663460,92730,PARIS,
663461,102,21,1140604,0,,,,,663461,89730,AUXERRE,
663463,102,21,1140604,0,,,,,663463,89730,AUXERRE,
663465,102,21,1140604,0,,,,,663465,33740,D.R./BORDEAUX,
663466,102,21,1140604,0,,,,,663466,06730,NICE,
663467,102,21,1140604,0,,,,,663467,06730,NICE,
663468,102,21,1140604,0,,,,,663468,06730,NICE,
663471,102,21,1140604,0,,,,,663471,06730,NICE,
663472,102,21,1140604,0,,,,,663472,35760,D.R./RENNES,
663474,102,21,1140604,0,,,,,663474,74790,ANNECY,
663475,102,21,1140604,0,,,,,663475,06730,NICE,
663476,102,21,1140604,0,,,,,663476,92730,PARIS,
663481,102,21,1140604,0,,,,,663481,01730,BOURG EN BRESSE,
663482,102,21,1140604,0,,,,,663482,92730,PARIS,
663485,102,21,1140604,0,,,,,663485,31850,D.R./TOULOUSE,
663486,102,21,1140604,0,,,,,663486,13730,MARSEILLE,
663487,102,21,1140604,0,,,,,663487,13730,MARSEILLE,
663494,102,21,1140604,0,,,,,663494,76750,D.R./ROUEN,
663495,102,21,1140604,0,,,,,663495,31850,D.R./TOULOUSE,
663500,102,21,1140604,0,,,,,663500,13730,MARSEILLE,
663501,102,21,1140604,0,,,,,663501,92730,PARIS,
663503,102,21,1140604,0,,,,,663503,35760,D.R./RENNES,
663504,102,21,1140604,0,,,,,663504,33740,D.R./BORDEAUX,
663513,102,21,1140604,0,,,,,663513,13730,MARSEILLE,
663517,102,21,1140604,0,,,,,663517,87740,D.R./LIMOGES,
663518,102,21,1140604,0,,,,,663518,74790,ANNECY,
663519,102,21,1140604,0,,,,,663519,76750,D.R./ROUEN,
663520,102,21,1140604,0,,,,,663520,06730,NICE,
663522,102,21,1140604,0,,,,,663522,92730,PARIS,
663523,102,21,1140604,0,,,,,663523,33740,D.R./BORDEAUX,
663528,102,21,1140604,0,,,,,663528,64730,PAU,
663533,102,21,1140604,0,,,,,663533,31850,D.R./TOULOUSE,
663536,102,21,1140604,0,,,,,663536,87740,D.R./LIMOGES,
663537,102,21,1140604,0,,,,,663537,44730,NANTES,
663538,102,21,1140604,0,,,,,663538,49740,DGR OUEST,
663540,102,21,1140604,0,,,,,663540,49730,ANGERS,
663541,102,21,1140604,0,,,,,663541,21730,DIJON,
663542,102,21,1140604,0,,,,,663542,21730,DIJON,
663543,102,21,1140604,0,,,,,663543,54730,NANCY,
663546,102,21,1140604,0,,,,,663546,59730,LILLE,
663547,102,21,1140604,0,,,,,663547,33740,D.R./BORDEAUX,
663548,102,21,1140604,0,,,,,663548,54730,NANCY,
663549,102,21,1140604,0,,,,,663549,64730,PAU,
663550,102,21,1140604,0,,,,,663550,01730,BOURG EN BRESSE,
663552,102,21,1140604,0,,,,,663552,87730,LIMOGES,
663553,102,21,1140604,0,,,,,663553,87730,LIMOGES,
663554,102,21,1140604,0,,,,,663554,64730,PAU,
663556,102,21,1140604,0,,,,,663556,01730,BOURG EN BRESSE,
663557,102,21,1140604,0,,,,,663557,33740,D.R./BORDEAUX,
663561,102,21,1140604,0,,,,,663561,92730,PARIS,
663564,102,21,1140604,0,,,,,663564,92730,PARIS,
663565,102,21,1140604,0,,,,,663565,92730,PARIS,
663567,102,21,1140604,0,,,,,663567,76750,D.R./ROUEN,
663569,102,21,1140604,0,,,,,663569,54730,NANCY,
663573,102,21,1140604,0,,,,,663573,64730,PAU,
663575,102,21,1140604,0,,,,,663575,13730,MARSEILLE,
663578,102,21,1140604,0,,,,,663578,87730,LIMOGES,
663579,102,21,1140604,0,,,,,663579,21730,DIJON,
663580,102,21,1140604,0,,,,,663580,33740,D.R./BORDEAUX,
663586,102,21,1140604,0,,,,,663586,31850,D.R./TOULOUSE,
663587,102,21,1140604,0,,,,,663587,06740,DGR SUD EST,
663588,102,21,1140604,0,,,,,663588,06740,DGR SUD EST,
663590,102,21,1140604,0,,,,,663590,,,
663591,102,21,1140604,0,,,,,663591,59730,LILLE,
663595,102,21,1140604,0,,,,,663595,44730,NANTES,
663602,102,21,1140604,0,,,,,663602,76750,D.R./ROUEN,
663603,102,21,1140604,0,,,,,663603,33740,D.R./BORDEAUX,
663606,102,21,1140604,0,,,,,663606,64730,PAU,
663607,102,21,1140604,0,,,,,663607,21730,DIJON,
663612,102,21,1140604,0,,,,,663612,92730,PARIS,
663613,102,21,1140604,0,,,,,663613,01730,BOURG EN BRESSE,
663616,102,21,1140604,0,,,,,663616,54730,NANCY,
663618,102,21,1140604,0,,,,,663618,01730,BOURG EN BRESSE,
663620,102,21,1140604,0,,,,,663620,54730,NANCY,
663622,102,21,1140604,0,,,,,663622,13730,MARSEILLE,
663623,102,21,1140604,0,,,,,663623,06730,NICE,
663624,102,21,1140604,0,,,,,663624,01730,BOURG EN BRESSE,
663625,102,21,1140604,0,,,,,663625,92730,PARIS,
663626,102,21,1140604,0,,,,,663626,92730,PARIS,
663627,102,21,1140604,0,,,,,663627,54730,NANCY,
663628,102,21,1140604,0,,,,,663628,64730,PAU,
663630,102,21,1140604,0,,,,,663630,06730,NICE,
663632,102,21,1140604,0,,,,,663632,13730,MARSEILLE,
663633,102,21,1140604,0,,,,,663633,35760,D.R./RENNES,
663636,102,21,1140604,0,,,,,663636,01730,BOURG EN BRESSE,
663637,102,21,1140604,0,,,,,663637,35760,D.R./RENNES,
663638,102,21,1140604,0,,,,,663638,01730,BOURG EN BRESSE,
663639,102,21,1140604,0,,,,,663639,49730,ANGERS,
663641,102,21,1140604,0,,,,,663641,34730,MONTPELLIER,
663642,102,21,1140604,0,,,,,663642,34730,MONTPELLIER,
663651,102,21,1140604,0,,,,,663651,01730,BOURG EN BRESSE,
663652,102,21,1140604,0,,,,,663652,01730,BOURG EN BRESSE,
663655,102,21,1140604,0,,,,,663655,92730,PARIS,
663656,102,21,1140604,0,,,,,663656,38750,D.R./VIENNE,
663657,102,21,1140604,0,,,,,663657,01730,BOURG EN BRESSE,
663658,102,21,1140604,0,,,,,663658,01730,BOURG EN BRESSE,
663659,102,21,1140604,0,,,,,663659,35760,D.R./RENNES,
663667,102,21,1140604,0,,,,,663667,76750,D.R./ROUEN,
663670,102,21,1140604,0,,,,,663670,64730,PAU,
663673,102,21,1140604,0,,,,,663673,01730,BOURG EN BRESSE,
663675,102,21,1140604,0,,,,,663675,33740,D.R./BORDEAUX,
663680,102,21,1140604,0,,,,,663680,01730,BOURG EN BRESSE,
663681,102,21,1140604,0,,,,,663681,01730,BOURG EN BRESSE,
663682,102,21,1140604,0,,,,,663682,76750,D.R./ROUEN,
663683,102,21,1140604,0,,,,,663683,33740,D.R./BORDEAUX,
663684,102,21,1140604,0,,,,,663684,06730,NICE,
663686,102,21,1140604,0,,,,,663686,38750,D.R./VIENNE,
663687,102,21,1140604,0,,,,,663687,74790,ANNECY,
663688,102,21,1140604,0,,,,,663688,59730,LILLE,
663695,102,21,1140604,0,,,,,663695,01730,BOURG EN BRESSE,
663696,102,21,1140604,0,,,,,663696,01730,BOURG EN BRESSE,
663697,102,21,1140604,0,,,,,663697,69790,SIEGE,
663699,102,21,1140604,0,,,,,663699,13730,MARSEILLE,
663700,102,21,1140604,0,,,,,663700,89730,AUXERRE,
663701,102,21,1140604,0,,,,,663701,74790,ANNECY,
663702,102,21,1140604,0,,,,,663702,33740,D.R./BORDEAUX,
663704,102,21,1140604,0,,,,,663704,01730,BOURG EN BRESSE,
663705,102,21,1140604,0,,,,,663705,54730,NANCY,
663706,102,21,1140604,0,,,,,663706,64730,PAU,
663707,102,21,1140604,0,,,,,663707,86730,POITIERS,
663708,102,21,1140604,0,,,,,663708,54730,NANCY,
663709,102,21,1140604,0,,,,,663709,54730,NANCY,
663710,102,21,1140604,0,,,,,663710,44770,D.R./NANTES,
663723,102,21,1140604,0,,,,,663723,49730,ANGERS,
663724,102,21,1140604,0,,,,,663724,89730,AUXERRE,
663725,102,21,1140604,0,,,,,663725,54730,NANCY,
663739,102,21,1140604,0,,,,,663739,01730,BOURG EN BRESSE,
663740,102,21,1140604,0,,,,,663740,49730,ANGERS,
663741,102,21,1140604,0,,,,,663741,49730,ANGERS,
663742,102,21,1140604,0,,,,,663742,13730,MARSEILLE,
663743,102,21,1140604,0,,,,,663743,38750,D.R./VIENNE,
663751,102,21,1140604,0,,,,,663751,06730,NICE,
663752,102,21,1140604,0,,,,,663752,64730,PAU,
663753,102,21,1140604,0,,,,,663753,59730,LILLE,
663754,102,21,1140604,0,,,,,663754,59730,LILLE,
663756,102,21,1140604,0,,,,,663756,06730,NICE,
663757,102,21,1140604,0,,,,,663757,64730,PAU,
663759,102,21,1140604,0,,,,,663759,38750,D.R./VIENNE,
663762,102,21,1140604,0,,,,,663762,13730,MARSEILLE,
663763,102,21,1140604,0,,,,,663763,06730,NICE,
663766,102,21,1140604,0,,,,,663766,01730,BOURG EN BRESSE,
663767,102,21,1140604,0,,,,,663767,54730,NANCY,
663770,102,21,1140604,0,,,,,663770,64730,PAU,
663771,102,21,1140604,0,,,,,663771,31850,D.R./TOULOUSE,
663773,102,21,1140604,0,,,,,663773,13730,MARSEILLE,
663776,102,21,1140604,0,,,,,663776,38750,D.R./VIENNE,
663777,102,21,1140604,0,,,,,663777,38750,D.R./VIENNE,
663778,102,21,1140604,0,,,,,663778,54730,NANCY,
663779,102,21,1140604,0,,,,,663779,13730,MARSEILLE,
663783,102,21,1140604,0,,,,,663783,54730,NANCY,
700391,102,21,1140604,0,,,,,700391,13730,MARSEILLE,
700711,102,21,1140604,0,,,,,700711,80730,AMIENS,
700717,102,21,1140604,0,,,,,700717,69730,LYON,
700804,102,21,1140604,0,,,,,700804,41740,D.R./BLOIS,
701173,102,21,1140604,0,,,,,701173,59730,LILLE,
701273,102,21,1140604,0,,,,,701273,01730,BOURG EN BRESSE,
701336,102,21,1140604,0,,,,,701336,87740,D.R./LIMOGES,
701451,102,21,1140604,0,,,,,701451,34730,MONTPELLIER,
701539,102,21,1140604,0,,,,,701539,33740,D.R./BORDEAUX,
701567,102,21,1140604,0,,,,,701567,13730,MARSEILLE,
701638,102,21,1140604,0,,,,,701638,44730,NANTES,
701733,102,21,1140604,0,,,,,701733,06730,NICE,
701846,102,21,1140604,0,,,,,701846,01730,BOURG EN BRESSE,
702084,102,21,1140604,0,,,,,702084,89730,AUXERRE,
702156,102,21,1140604,0,,,,,702156,87730,LIMOGES,
702296,102,21,1140604,0,,,,,702296,01730,BOURG EN BRESSE,
702502,102,21,1140604,0,,,,,702502,13730,MARSEILLE,
702832,102,21,1140604,0,,,,,702832,35760,D.R./RENNES,
702982,102,21,1140604,0,,,,,702982,41740,D.R./BLOIS,
703348,102,21,1140604,0,,,,,703348,49730,ANGERS,
703406,102,21,1140604,0,,,,,703406,35760,D.R./RENNES,
703806,102,21,1140604,0,,,,,703806,13730,MARSEILLE,
703910,102,21,1140604,0,,,,,703910,49740,DGR OUEST,
704024,102,21,1140604,0,,,,,704024,80730,AMIENS,
704203,102,21,1140604,0,,,,,704203,35760,D.R./RENNES,
704331,102,21,1140604,0,,,,,704331,86730,POITIERS,
704500,102,21,1140604,0,,,,,704500,21730,DIJON,
704628,102,21,1140604,0,,,,,704628,21730,DIJON,
704702,102,21,1140604,0,,,,,704702,21730,DIJON,
704860,102,21,1140604,0,,,,,704860,01730,BOURG EN BRESSE,
704898,102,21,1140604,0,,,,,704898,35760,D.R./RENNES,
705054,102,21,1140604,0,,,,,705054,35760,D.R./RENNES,
705127,102,21,1140604,0,,,,,705127,89730,AUXERRE,
705149,102,21,1140604,0,,,,,705149,01730,BOURG EN BRESSE,
705939,102,21,1140604,0,,,,,705939,31850,D.R./TOULOUSE,
706077,102,21,1140604,0,,,,,706077,21730,DIJON,
706130,102,21,1140604,0,,,,,706130,54730,NANCY,
706514,102,21,1140604,0,,,,,706514,01730,BOURG EN BRESSE,
706956,102,21,1140604,0,,,,,706956,35760,D.R./RENNES,
707161,102,21,1140604,0,,,,,707161,33740,D.R./BORDEAUX,
707302,102,21,1140604,0,,,,,707302,44730,NANTES,
707432,102,21,1140604,0,,,,,707432,21730,DIJON,
707498,102,21,1140604,0,,,,,707498,59730,LILLE,
707831,102,21,1140604,0,,,,,707831,49730,ANGERS,
707850,102,21,1140604,0,,,,,707850,41720,BLOIS INTERIM,
707982,102,21,1140604,0,,,,,707982,34730,MONTPELLIER,
708118,102,21,1140604,0,,,,,708118,92730,PARIS,
708420,102,21,1140604,0,,,,,708420,21730,DIJON,
708493,102,21,1140604,0,,,,,708493,89730,AUXERRE,
708692,102,21,1140604,0,,,,,708692,92730,PARIS,
708930,102,21,1140604,0,,,,,708930,76750,D.R./ROUEN,
709108,102,21,1140604,0,,,,,709108,41740,D.R./BLOIS,
709123,102,21,1140604,0,,,,,709123,49730,ANGERS,
709281,102,21,1140604,0,,,,,709281,63750,CLERMONT-FERRAND,
709348,102,21,1140604,0,,,,,709348,89730,AUXERRE,
709353,102,21,1140604,0,,,,,709353,54730,NANCY,
709633,102,21,1140604,0,,,,,709633,59730,LILLE,
710166,102,21,1140604,0,,,,,710166,89730,AUXERRE,
710182,102,21,1140604,0,,,,,710182,49730,ANGERS,
710567,102,21,1140604,0,,,,,710567,54730,NANCY,
710662,102,21,1140604,0,,,,,710662,64730,PAU,
710770,102,21,1140604,0,,,,,710770,80730,AMIENS,
710867,102,21,1140604,0,,,,,710867,49740,DGR OUEST,
711088,102,21,1140604,0,,,,,711088,01730,BOURG EN BRESSE,
711245,102,21,1140604,0,,,,,711245,59730,LILLE,
711328,102,21,1140604,0,,,,,711328,74790,ANNECY,
711447,102,21,1140604,0,,,,,711447,31850,D.R./TOULOUSE,
711475,102,21,1140604,0,,,,,711475,01730,BOURG EN BRESSE,
711510,102,21,1140604,0,,,,,711510,80730,AMIENS,
711689,102,21,1140604,0,,,,,711689,13730,MARSEILLE,
711826,102,21,1140604,0,,,,,711826,35760,D.R./RENNES,
711838,102,21,1140604,0,,,,,711838,49730,ANGERS,
712186,102,21,1140604,0,,,,,712186,69730,LYON,
712222,102,21,1140604,0,,,,,712222,89730,AUXERRE,
712269,102,21,1140604,0,,,,,712269,35760,D.R./RENNES,
712533,102,21,1140604,0,,,,,712533,89730,AUXERRE,
712646,102,21,1140604,0,,,,,712646,54730,NANCY,
712789,102,21,1140604,0,,,,,712789,49730,ANGERS,
712974,102,21,1140604,0,,,,,712974,44730,NANTES,
712982,102,21,1140604,0,,,,,712982,92730,PARIS,
713304,102,21,1140604,0,,,,,713304,59730,LILLE,
713510,102,21,1140604,0,,,,,713510,59730,LILLE,
713652,102,21,1140604,0,,,,,713652,34730,MONTPELLIER,
713839,102,21,1140604,0,,,,,713839,01730,BOURG EN BRESSE,
714006,102,21,1140604,0,,,,,714006,86730,POITIERS,
714166,102,21,1140604,0,,,,,714166,64730,PAU,
714356,102,21,1140604,0,,,,,714356,76750,D.R./ROUEN,
714434,102,21,1140604,0,,,,,714434,06730,NICE,
714763,102,21,1140604,0,,,,,714763,34730,MONTPELLIER,
714958,102,21,1140604,0,,,,,714958,69730,LYON,
715020,102,21,1140604,0,,,,,715020,21730,DIJON,
715140,102,21,1140604,0,,,,,715140,86730,POITIERS,
715174,102,21,1140604,0,,,,,715174,63750,CLERMONT-FERRAND,
715196,102,21,1140604,0,,,,,715196,89730,AUXERRE,
715204,102,21,1140604,0,,,,,715204,49730,ANGERS,
715301,102,21,1140604,0,,,,,715301,89730,AUXERRE,
715337,102,21,1140604,0,,,,,715337,64730,PAU,
715385,102,21,1140604,0,,,,,715385,87740,D.R./LIMOGES,
715414,102,21,1140604,0,,,,,715414,49730,ANGERS,
715600,102,21,1140604,0,,,,,715600,06730,NICE,
715690,102,21,1140604,0,,,,,715690,54730,NANCY,
715695,102,21,1140604,0,,,,,715695,33740,D.R./BORDEAUX,
715867,102,21,1140604,0,,,,,715867,01730,BOURG EN BRESSE,
715934,102,21,1140604,0,,,,,715934,59730,LILLE,
716170,102,21,1140604,0,,,,,716170,44730,NANTES,
716232,102,21,1140604,0,,,,,716232,01730,BOURG EN BRESSE,
716342,102,21,1140604,0,,,,,716342,89730,AUXERRE,
716346,102,21,1140604,0,,,,,716346,69730,LYON,
