,AGENCE,CODE RESPONSABLE,,,,,,,,,,
CLIENACLI,CLIENAAGE,CLIENARES,CLIENACRE,SABVERSION,,N AGENCE,N CODE RESP,,N° Prospect,Agence,Libellé Agence,
950509,102,21,1140604,0,,,,,950509,34730,MONTPELLIER,
950513,102,21,1140604,0,,,,,950513,06730,NICE,
950568,102,21,1140604,0,,,,,950568,54730,NANCY,
950572,102,21,1140604,0,,,,,950572,54730,NANCY,
950681,102,21,1140604,0,,,,,950681,74790,ANNECY,
950867,102,21,1140604,0,,,,,950867,89730,AUXERRE,
950878,102,21,1140604,0,,,,,950878,34730,MONTPELLIER,
950960,102,21,1140604,0,,,,,950960,92730,PARIS,
951118,102,21,1140604,0,,,,,951118,,,
951119,102,21,1140604,0,,,,,951119,38750,D.R./VIENNE,
951124,102,21,1140604,0,,,,,951124,87730,LIMOGES,
951186,102,21,1140604,0,,,,,951186,34730,MONTPELLIER,
951201,102,21,1140604,0,,,,,951201,86730,POITIERS,
951280,102,21,1140604,0,,,,,951280,34730,MONTPELLIER,
951307,102,21,1140604,0,,,,,951307,89730,AUXERRE,
951321,102,21,1140604,0,,,,,951321,54730,NANCY,
951325,102,21,1140604,0,,,,,951325,54730,NANCY,
951394,102,21,1140604,0,,,,,951394,89730,AUXERRE,
951410,102,21,1140604,0,,,,,951410,38750,D.R./VIENNE,
951613,102,21,1140604,0,,,,,951613,64730,PAU,
951631,102,21,1140604,0,,,,,951631,38750,D.R./VIENNE,
951718,102,21,1140604,0,,,,,951718,76750,D.R./ROUEN,
951755,102,21,1140604,0,,,,,951755,59730,LILLE,
951875,102,21,1140604,0,,,,,951875,38750,D.R./VIENNE,
951908,102,21,1140604,0,,,,,951908,89730,AUXERRE,
951983,102,21,1140604,0,,,,,951983,69730,LYON,
951994,102,21,1140604,0,,,,,951994,59730,LILLE,
952011,102,21,1140604,0,,,,,952011,92730,PARIS,
952012,102,21,1140604,0,,,,,952012,54730,NANCY,
952027,102,21,1140604,0,,,,,952027,89730,AUXERRE,
952070,102,21,1140604,0,,,,,952070,37730,TOURS,
952181,102,21,1140604,0,,,,,952181,87740,D.R./LIMOGES,
952224,102,21,1140604,0,,,,,952224,54730,NANCY,
952230,102,21,1140604,0,,,,,952230,21730,DIJON,
952307,102,21,1140604,0,,,,,952307,38750,D.R./VIENNE,
952309,102,21,1140604,0,,,,,952309,49730,ANGERS,
952351,102,21,1140604,0,,,,,952351,49730,ANGERS,
952648,102,21,1140604,0,,,,,952648,01730,BOURG EN BRESSE,
952735,102,21,1140604,0,,,,,952735,49730,ANGERS,
952872,102,21,1140604,0,,,,,952872,13730,MARSEILLE,
952952,102,21,1140604,0,,,,,952952,64730,PAU,
953037,102,21,1140604,0,,,,,953037,21730,DIJON,
953053,102,21,1140604,0,,,,,953053,64730,PAU,
953059,102,21,1140604,0,,,,,953059,87740,D.R./LIMOGES,
953103,102,21,1140604,0,,,,,953103,59730,LILLE,
953104,102,21,1140604,0,,,,,953104,59730,LILLE,
953108,102,21,1140604,0,,,,,953108,59730,LILLE,
953114,102,21,1140604,0,,,,,953114,89730,AUXERRE,
953128,102,21,1140604,0,,,,,953128,54730,NANCY,
953380,102,21,1140604,0,,,,,953380,87740,D.R./LIMOGES,
953381,102,21,1140604,0,,,,,953381,31850,D.R./TOULOUSE,
953391,102,21,1140604,0,,,,,953391,34730,MONTPELLIER,
953403,102,21,1140604,0,,,,,953403,86730,POITIERS,
953420,102,21,1140604,0,,,,,953420,34730,MONTPELLIER,
953561,102,21,1140604,0,,,,,953561,31850,D.R./TOULOUSE,
953571,102,21,1140604,0,,,,,953571,34730,MONTPELLIER,
953615,102,21,1140604,0,,,,,953615,64730,PAU,
953616,102,21,1140604,0,,,,,953616,54730,NANCY,
953617,102,21,1140604,0,,,,,953617,41740,D.R./BLOIS,
953621,102,21,1140604,0,,,,,953621,54730,NANCY,
953634,102,21,1140604,0,,,,,953634,13730,MARSEILLE,
953715,102,21,1140604,0,,,,,953715,41740,D.R./BLOIS,
953772,102,21,1140604,0,,,,,953772,74790,ANNECY,
953782,102,21,1140604,0,,,,,953782,01730,BOURG EN BRESSE,
953848,102,21,1140604,0,,,,,953848,34730,MONTPELLIER,
953887,102,21,1140604,0,,,,,953887,38750,D.R./VIENNE,
953901,102,21,1140604,0,,,,,953901,33740,D.R./BORDEAUX,
953918,102,21,1140604,0,,,,,953918,54730,NANCY,
953919,102,21,1140604,0,,,,,953919,64730,PAU,
954088,102,21,1140604,0,,,,,954088,31850,D.R./TOULOUSE,
954093,102,21,1140604,0,,,,,954093,13730,MARSEILLE,
954094,102,21,1140604,0,,,,,954094,41740,D.R./BLOIS,
954099,102,21,1140604,0,,,,,954099,64730,PAU,
954131,102,21,1140604,0,,,,,954131,64730,PAU,
954225,102,21,1140604,0,,,,,954225,44730,NANTES,
954284,102,21,1140604,0,,,,,954284,21730,DIJON,
954303,102,21,1140604,0,,,,,954303,21730,DIJON,
954309,102,21,1140604,0,,,,,954309,34730,MONTPELLIER,
954413,102,21,1140604,0,,,,,954413,54730,NANCY,
954487,102,21,1140604,0,,,,,954487,13730,MARSEILLE,
954642,102,21,1140604,0,,,,,954642,64730,PAU,
954841,102,21,1140604,0,,,,,954841,33740,D.R./BORDEAUX,
954843,102,21,1140604,0,,,,,954843,33740,D.R./BORDEAUX,
954854,102,21,1140604,0,,,,,954854,38750,D.R./VIENNE,
954884,102,21,1140604,0,,,,,954884,38740,VIENNE,
954903,102,21,1140604,0,,,,,954903,34730,MONTPELLIER,
954924,102,21,1140604,0,,,,,954924,34730,MONTPELLIER,
954987,102,21,1140604,0,,,,,954987,86730,POITIERS,
955008,102,21,1140604,0,,,,,955008,13730,MARSEILLE,
955009,102,21,1140604,0,,,,,955009,13730,MARSEILLE,
955010,102,21,1140604,0,,,,,955010,92730,PARIS,
955012,102,21,1140604,0,,,,,955012,49730,ANGERS,
955018,102,21,1140604,0,,,,,955018,01730,BOURG EN BRESSE,
955076,102,21,1140604,0,,,,,955076,38750,D.R./VIENNE,
955077,102,21,1140604,0,,,,,955077,38750,D.R./VIENNE,
955087,102,21,1140604,0,,,,,955087,38750,D.R./VIENNE,
955088,102,21,1140604,0,,,,,955088,92730,PARIS,
955099,102,21,1140604,0,,,,,955099,41740,D.R./BLOIS,
955133,102,21,1140604,0,,,,,955133,31850,D.R./TOULOUSE,
955357,102,21,1140604,0,,,,,955357,63750,CLERMONT-FERRAND,
955420,102,21,1140604,0,,,,,955420,34730,MONTPELLIER,
955421,102,21,1140604,0,,,,,955421,49730,ANGERS,
955441,102,21,1140604,0,,,,,955441,34730,MONTPELLIER,
955540,102,21,1140604,0,,,,,955540,34730,MONTPELLIER,
955542,102,21,1140604,0,,,,,955542,41720,BLOIS INTERIM,
955595,102,21,1140604,0,,,,,955595,13730,MARSEILLE,
955598,102,21,1140604,0,,,,,955598,38750,D.R./VIENNE,
955652,102,21,1140604,0,,,,,955652,33740,D.R./BORDEAUX,
955670,102,21,1140604,0,,,,,955670,06730,NICE,
955671,102,21,1140604,0,,,,,955671,06730,NICE,
955773,102,21,1140604,0,,,,,955773,92730,PARIS,
955774,102,21,1140604,0,,,,,955774,38750,D.R./VIENNE,
955782,102,21,1140604,0,,,,,955782,89730,AUXERRE,
955796,102,21,1140604,0,,,,,955796,64730,PAU,
955881,102,21,1140604,0,,,,,955881,,,
956014,102,21,1140604,0,,,,,956014,13730,MARSEILLE,
956015,102,21,1140604,0,,,,,956015,34730,MONTPELLIER,
956020,102,21,1140604,0,,,,,956020,06730,NICE,
956146,102,21,1140604,0,,,,,956146,89730,AUXERRE,
956302,102,21,1140604,0,,,,,956302,13730,MARSEILLE,
956342,102,21,1140604,0,,,,,956342,41740,D.R./BLOIS,
956456,102,21,1140604,0,,,,,956456,92730,PARIS,
956516,102,21,1140604,0,,,,,956516,38750,D.R./VIENNE,
956605,102,21,1140604,0,,,,,956605,89730,AUXERRE,
956784,102,21,1140604,0,,,,,956784,01730,BOURG EN BRESSE,
956813,102,21,1140604,0,,,,,956813,54730,NANCY,
956814,102,21,1140604,0,,,,,956814,38750,D.R./VIENNE,
956869,102,21,1140604,0,,,,,956869,49730,ANGERS,
956870,102,21,1140604,0,,,,,956870,13730,MARSEILLE,
956898,102,21,1140604,0,,,,,956898,74790,ANNECY,
956940,102,21,1140604,0,,,,,956940,21730,DIJON,
957095,102,21,1140604,0,,,,,957095,89730,AUXERRE,
957151,102,21,1140604,0,,,,,957151,44730,NANTES,
957153,102,21,1140604,0,,,,,957153,,,
957189,102,21,1140604,0,,,,,957189,33740,D.R./BORDEAUX,
957202,102,21,1140604,0,,,,,957202,21730,DIJON,
957325,102,21,1140604,0,,,,,957325,54730,NANCY,
957378,102,21,1140604,0,,,,,957378,89730,AUXERRE,
957485,102,21,1140604,0,,,,,957485,59730,LILLE,
957554,102,21,1140604,0,,,,,957554,34730,MONTPELLIER,
957573,102,21,1140604,0,,,,,957573,38750,D.R./VIENNE,
957575,102,21,1140604,0,,,,,957575,13730,MARSEILLE,
957650,102,21,1140604,0,,,,,957650,92730,PARIS,
957655,102,21,1140604,0,,,,,957655,34730,MONTPELLIER,
957660,102,21,1140604,0,,,,,957660,64730,PAU,
957756,102,21,1140604,0,,,,,957756,89730,AUXERRE,
957851,102,21,1140604,0,,,,,957851,34730,MONTPELLIER,
957856,102,21,1140604,0,,,,,957856,41740,D.R./BLOIS,
957857,102,21,1140604,0,,,,,957857,41720,BLOIS INTERIM,
957858,102,21,1140604,0,,,,,957858,86730,POITIERS,
957916,102,21,1140604,0,,,,,957916,59730,LILLE,
957950,102,21,1140604,0,,,,,957950,,,
957984,102,21,1140604,0,,,,,957984,34730,MONTPELLIER,
957996,102,21,1140604,0,,,,,957996,49730,ANGERS,
958004,102,21,1140604,0,,,,,958004,38750,D.R./VIENNE,
958079,102,21,1140604,0,,,,,958079,89730,AUXERRE,
958080,102,21,1140604,0,,,,,958080,89730,AUXERRE,
958140,102,21,1140604,0,,,,,958140,34730,MONTPELLIER,
958206,102,21,1140604,0,,,,,958206,54730,NANCY,
958212,102,21,1140604,0,,,,,958212,87730,LIMOGES,
958213,102,21,1140604,0,,,,,958213,87730,LIMOGES,
958238,102,21,1140604,0,,,,,958238,87730,LIMOGES,
958239,102,21,1140604,0,,,,,958239,54730,NANCY,
958304,102,21,1140604,0,,,,,958304,38750,D.R./VIENNE,
958305,102,21,1140604,0,,,,,958305,01730,BOURG EN BRESSE,
958337,102,21,1140604,0,,,,,958337,,,
958473,102,21,1140604,0,,,,,958473,89730,AUXERRE,
958474,102,21,1140604,0,,,,,958474,49730,ANGERS,
958477,102,21,1140604,0,,,,,958477,89730,AUXERRE,
958478,102,21,1140604,0,,,,,958478,89730,AUXERRE,
958569,102,21,1140604,0,,,,,958569,86730,POITIERS,
958570,102,21,1140604,0,,,,,958570,86730,POITIERS,
958575,102,21,1140604,0,,,,,958575,59730,LILLE,
958697,102,21,1140604,0,,,,,958697,87740,D.R./LIMOGES,
958730,102,21,1140604,0,,,,,958730,87740,D.R./LIMOGES,
958784,102,21,1140604,0,,,,,958784,64730,PAU,
958847,102,21,1140604,0,,,,,958847,54730,NANCY,
958860,102,21,1140604,0,,,,,958860,54730,NANCY,
958861,102,21,1140604,0,,,,,958861,06730,NICE,
958875,102,21,1140604,0,,,,,958875,87730,LIMOGES,
958878,102,21,1140604,0,,,,,958878,34730,MONTPELLIER,
958985,102,21,1140604,0,,,,,958985,74790,ANNECY,
959045,102,21,1140604,0,,,,,959045,92730,PARIS,
959049,102,21,1140604,0,,,,,959049,13730,MARSEILLE,
959104,102,21,1140604,0,,,,,959104,34730,MONTPELLIER,
959105,102,21,1140604,0,,,,,959105,34730,MONTPELLIER,
959174,102,21,1140604,0,,,,,959174,86730,POITIERS,
959175,102,21,1140604,0,,,,,959175,01730,BOURG EN BRESSE,
959177,102,21,1140604,0,,,,,959177,35760,D.R./RENNES,
959425,102,21,1140604,0,,,,,959425,92730,PARIS,
959449,102,21,1140604,0,,,,,959449,34730,MONTPELLIER,
959450,102,21,1140604,0,,,,,959450,34730,MONTPELLIER,
959454,102,21,1140604,0,,,,,959454,49730,ANGERS,
959465,102,21,1140604,0,,,,,959465,63750,CLERMONT-FERRAND,
959472,102,21,1140604,0,,,,,959472,13730,MARSEILLE,
959479,102,21,1140604,0,,,,,959479,89730,AUXERRE,
959538,102,21,1140604,0,,,,,959538,38750,D.R./VIENNE,
959555,102,21,1140604,0,,,,,959555,38750,D.R./VIENNE,
959581,102,21,1140604,0,,,,,959581,06730,NICE,
959732,102,21,1140604,0,,,,,959732,38750,D.R./VIENNE,
959733,102,21,1140604,0,,,,,959733,01730,BOURG EN BRESSE,
959746,102,21,1140604,0,,,,,959746,38750,D.R./VIENNE,
959810,102,21,1140604,0,,,,,959810,31850,D.R./TOULOUSE,
959920,102,21,1140604,0,,,,,959920,49730,ANGERS,
959974,102,21,1140604,0,,,,,959974,89730,AUXERRE,
959975,102,21,1140604,0,,,,,959975,38750,D.R./VIENNE,
959976,102,21,1140604,0,,,,,959976,06730,NICE,
959978,102,21,1140604,0,,,,,959978,06730,NICE,
960009,102,21,1140604,0,,,,,960009,06730,NICE,
960027,102,21,1140604,0,,,,,960027,21730,DIJON,
960053,102,21,1140604,0,,,,,960053,49730,ANGERS,
960065,102,21,1140604,0,,,,,960065,59730,LILLE,
960092,102,21,1140604,0,,,,,960092,01730,BOURG EN BRESSE,
960093,102,21,1140604,0,,,,,960093,01730,BOURG EN BRESSE,
960107,102,21,1140604,0,,,,,960107,64730,PAU,
960129,102,21,1140604,0,,,,,960129,59730,LILLE,
960166,102,21,1140604,0,,,,,960166,59730,LILLE,
960246,102,21,1140604,0,,,,,960246,35760,D.R./RENNES,
960285,102,21,1140604,0,,,,,960285,01730,BOURG EN BRESSE,
960355,102,21,1140604,0,,,,,960355,21730,DIJON,
960443,102,21,1140604,0,,,,,960443,21730,DIJON,
960547,102,21,1140604,0,,,,,960547,38750,D.R./VIENNE,
960553,102,21,1140604,0,,,,,960553,01730,BOURG EN BRESSE,
960560,102,21,1140604,0,,,,,960560,49730,ANGERS,
960573,102,21,1140604,0,,,,,960573,54730,NANCY,
960640,102,21,1140604,0,,,,,960640,34730,MONTPELLIER,
960736,102,21,1140604,0,,,,,960736,31730,TOULOUSE,
960881,102,21,1140604,0,,,,,960881,38750,D.R./VIENNE,
960894,102,21,1140604,0,,,,,960894,13730,MARSEILLE,
960958,102,21,1140604,0,,,,,960958,92730,PARIS,
960999,102,21,1140604,0,,,,,960999,06730,NICE,
961018,102,21,1140604,0,,,,,961018,49730,ANGERS,
961069,102,21,1140604,0,,,,,961069,44730,NANTES,
961081,102,21,1140604,0,,,,,961081,34730,MONTPELLIER,
961086,102,21,1140604,0,,,,,961086,86730,POITIERS,
961191,102,21,1140604,0,,,,,961191,,,
961259,102,21,1140604,0,,,,,961259,41740,D.R./BLOIS,
961261,102,21,1140604,0,,,,,961261,89730,AUXERRE,
961318,102,21,1140604,0,,,,,961318,69790,SIEGE,
961570,102,21,1140604,0,,,,,961570,34730,MONTPELLIER,
961571,102,21,1140604,0,,,,,961571,34730,MONTPELLIER,
961594,102,21,1140604,0,,,,,961594,44730,NANTES,
961744,102,21,1140604,0,,,,,961744,13730,MARSEILLE,
961749,102,21,1140604,0,,,,,961749,86730,POITIERS,
961771,102,21,1140604,0,,,,,961771,54730,NANCY,
961800,102,21,1140604,0,,,,,961800,59730,LILLE,
961842,102,21,1140604,0,,,,,961842,74790,ANNECY,
962065,102,21,1140604,0,,,,,962065,54730,NANCY,
962066,102,21,1140604,0,,,,,962066,54730,NANCY,
962076,102,21,1140604,0,,,,,962076,59730,LILLE,
962118,102,21,1140604,0,,,,,962118,13730,MARSEILLE,
962150,102,21,1140604,0,,,,,962150,64730,PAU,
962158,102,21,1140604,0,,,,,962158,21730,DIJON,
962159,102,21,1140604,0,,,,,962159,13730,MARSEILLE,
962160,102,21,1140604,0,,,,,962160,21730,DIJON,
962167,102,21,1140604,0,,,,,962167,34730,MONTPELLIER,
962169,102,21,1140604,0,,,,,962169,64730,PAU,
962174,102,21,1140604,0,,,,,962174,59730,LILLE,
962222,102,21,1140604,0,,,,,962222,13730,MARSEILLE,
962305,102,21,1140604,0,,,,,962305,87730,LIMOGES,
962306,102,21,1140604,0,,,,,962306,38750,D.R./VIENNE,
962337,102,21,1140604,0,,,,,962337,92730,PARIS,
962359,102,21,1140604,0,,,,,962359,64730,PAU,
962368,102,21,1140604,0,,,,,962368,38740,VIENNE,
962560,102,21,1140604,0,,,,,962560,34730,MONTPELLIER,
962614,102,21,1140604,0,,,,,962614,38750,D.R./VIENNE,
962662,102,21,1140604,0,,,,,962662,38750,D.R./VIENNE,
962667,102,21,1140604,0,,,,,962667,76750,D.R./ROUEN,
962807,102,21,1140604,0,,,,,962807,38750,D.R./VIENNE,
962808,102,21,1140604,0,,,,,962808,38750,D.R./VIENNE,
962965,102,21,1140604,0,,,,,962965,38750,D.R./VIENNE,
962966,102,21,1140604,0,,,,,962966,38750,D.R./VIENNE,
962967,102,21,1140604,0,,,,,962967,64730,PAU,
962968,102,21,1140604,0,,,,,962968,54730,NANCY,
962969,102,21,1140604,0,,,,,962969,38750,D.R./VIENNE,
962970,102,21,1140604,0,,,,,962970,38750,D.R./VIENNE,
962971,102,21,1140604,0,,,,,962971,92730,PARIS,
962972,102,21,1140604,0,,,,,962972,92730,PARIS,
963152,102,21,1140604,0,,,,,963152,34730,MONTPELLIER,
963292,102,21,1140604,0,,,,,963292,54730,NANCY,
963305,102,21,1140604,0,,,,,963305,06730,NICE,
963326,102,21,1140604,0,,,,,963326,64730,PAU,
963328,102,21,1140604,0,,,,,963328,87730,LIMOGES,
963395,102,21,1140604,0,,,,,963395,33740,D.R./BORDEAUX,
963487,102,21,1140604,0,,,,,963487,38740,VIENNE,
963488,102,21,1140604,0,,,,,963488,38740,VIENNE,
963569,102,21,1140604,0,,,,,963569,21730,DIJON,
963763,102,21,1140604,0,,,,,963763,54730,NANCY,
963782,102,21,1140604,0,,,,,963782,89730,AUXERRE,
963810,102,21,1140604,0,,,,,963810,38740,VIENNE,
963862,102,21,1140604,0,,,,,963862,34730,MONTPELLIER,
963863,102,21,1140604,0,,,,,963863,01730,BOURG EN BRESSE,
963868,102,21,1140604,0,,,,,963868,38750,D.R./VIENNE,
963925,102,21,1140604,0,,,,,963925,49730,ANGERS,
963941,102,21,1140604,0,,,,,963941,33740,D.R./BORDEAUX,
963981,102,21,1140604,0,,,,,963981,34730,MONTPELLIER,
964003,102,21,1140604,0,,,,,964003,21730,DIJON,
964054,102,21,1140604,0,,,,,964054,34730,MONTPELLIER,
964106,102,21,1140604,0,,,,,964106,89730,AUXERRE,
964232,102,21,1140604,0,,,,,964232,59730,LILLE,
964265,102,21,1140604,0,,,,,964265,38750,D.R./VIENNE,
964266,102,21,1140604,0,,,,,964266,41740,D.R./BLOIS,
964274,102,21,1140604,0,,,,,964274,38750,D.R./VIENNE,
964277,102,21,1140604,0,,,,,964277,38750,D.R./VIENNE,
964278,102,21,1140604,0,,,,,964278,41740,D.R./BLOIS,
964356,102,21,1140604,0,,,,,964356,54730,NANCY,
964380,102,21,1140604,0,,,,,964380,64730,PAU,
964382,102,21,1140604,0,,,,,964382,34730,MONTPELLIER,
964386,102,21,1140604,0,,,,,964386,13730,MARSEILLE,
964387,102,21,1140604,0,,,,,964387,34730,MONTPELLIER,
964389,102,21,1140604,0,,,,,964389,38740,VIENNE,
964495,102,21,1140604,0,,,,,964495,41740,D.R./BLOIS,
964538,102,21,1140604,0,,,,,964538,92730,PARIS,
964606,102,21,1140604,0,,,,,964606,49730,ANGERS,
964608,102,21,1140604,0,,,,,964608,49730,ANGERS,
964701,102,21,1140604,0,,,,,964701,54730,NANCY,
964703,102,21,1140604,0,,,,,964703,92730,PARIS,
964790,102,21,1140604,0,,,,,964790,06730,NICE,
964821,102,21,1140604,0,,,,,964821,54730,NANCY,
964879,102,21,1140604,0,,,,,964879,38750,D.R./VIENNE,
964880,102,21,1140604,0,,,,,964880,87730,LIMOGES,
965101,102,21,1140604,0,,,,,965101,54730,NANCY,
965230,102,21,1140604,0,,,,,965230,31730,TOULOUSE,
965231,102,21,1140604,0,,,,,965231,31730,TOULOUSE,
965248,102,21,1140604,0,,,,,965248,49730,ANGERS,
965293,102,21,1140604,0,,,,,965293,89730,AUXERRE,
965296,102,21,1140604,0,,,,,965296,89730,AUXERRE,
965336,102,21,1140604,0,,,,,965336,34730,MONTPELLIER,
965338,102,21,1140604,0,,,,,965338,89730,AUXERRE,
965339,102,21,1140604,0,,,,,965339,49730,ANGERS,
965342,102,21,1140604,0,,,,,965342,89730,AUXERRE,
965343,102,21,1140604,0,,,,,965343,38750,D.R./VIENNE,
965355,102,21,1140604,0,,,,,965355,01730,BOURG EN BRESSE,
965357,102,21,1140604,0,,,,,965357,89730,AUXERRE,
965374,102,21,1140604,0,,,,,965374,64730,PAU,
965375,102,21,1140604,0,,,,,965375,89730,AUXERRE,
965376,102,21,1140604,0,,,,,965376,89730,AUXERRE,
965377,102,21,1140604,0,,,,,965377,64730,PAU,
965382,102,21,1140604,0,,,,,965382,89730,AUXERRE,
965407,102,21,1140604,0,,,,,965407,21730,DIJON,
965408,102,21,1140604,0,,,,,965408,21730,DIJON,
965409,102,21,1140604,0,,,,,965409,21730,DIJON,
965412,102,21,1140604,0,,,,,965412,80730,AMIENS,
965414,102,21,1140604,0,,,,,965414,92730,PARIS,
965415,102,21,1140604,0,,,,,965415,54730,NANCY,
965615,102,21,1140604,0,,,,,965615,59730,LILLE,
965618,102,21,1140604,0,,,,,965618,38750,D.R./VIENNE,
965642,102,21,1140604,0,,,,,965642,06730,NICE,
965643,102,21,1140604,0,,,,,965643,54730,NANCY,
965777,102,21,1140604,0,,,,,965777,34730,MONTPELLIER,
965857,102,21,1140604,0,,,,,965857,01730,BOURG EN BRESSE,
965938,102,21,1140604,0,,,,,965938,54730,NANCY,
966064,102,21,1140604,0,,,,,966064,38750,D.R./VIENNE,
966094,102,21,1140604,0,,,,,966094,74790,ANNECY,
966108,102,21,1140604,0,,,,,966108,59730,LILLE,
966256,102,21,1140604,0,,,,,966256,89730,AUXERRE,
966264,102,21,1140604,0,,,,,966264,92730,PARIS,
966292,102,21,1140604,0,,,,,966292,54730,NANCY,
966491,102,21,1140604,0,,,,,966491,13730,MARSEILLE,
966495,102,21,1140604,0,,,,,966495,59730,LILLE,
966575,102,21,1140604,0,,,,,966575,49730,ANGERS,
966577,102,21,1140604,0,,,,,966577,49730,ANGERS,
966653,102,21,1140604,0,,,,,966653,92730,PARIS,
966658,102,21,1140604,0,,,,,966658,,,
966660,102,21,1140604,0,,,,,966660,38750,D.R./VIENNE,
966765,102,21,1140604,0,,,,,966765,49730,ANGERS,
966819,102,21,1140604,0,,,,,966819,34730,MONTPELLIER,
966885,102,21,1140604,0,,,,,966885,59730,LILLE,
966936,102,21,1140604,0,,,,,966936,34730,MONTPELLIER,
966974,102,21,1140604,0,,,,,966974,34730,MONTPELLIER,
966978,102,21,1140604,0,,,,,966978,89730,AUXERRE,
966994,102,21,1140604,0,,,,,966994,38750,D.R./VIENNE,
967011,102,21,1140604,0,,,,,967011,34730,MONTPELLIER,
967082,102,21,1140604,0,,,,,967082,69790,SIEGE,
967263,102,21,1140604,0,,,,,967263,49730,ANGERS,
967277,102,21,1140604,0,,,,,967277,64730,PAU,
967278,102,21,1140604,0,,,,,967278,64730,PAU,
967379,102,21,1140604,0,,,,,967379,89730,AUXERRE,
967380,102,21,1140604,0,,,,,967380,89730,AUXERRE,
967527,102,21,1140604,0,,,,,967527,59730,LILLE,
967539,102,21,1140604,0,,,,,967539,87730,LIMOGES,
967611,102,21,1140604,0,,,,,967611,01730,BOURG EN BRESSE,
967635,102,21,1140604,0,,,,,967635,89730,AUXERRE,
967636,102,21,1140604,0,,,,,967636,89730,AUXERRE,
967726,102,21,1140604,0,,,,,967726,89730,AUXERRE,
967732,102,21,1140604,0,,,,,967732,01730,BOURG EN BRESSE,
967765,102,21,1140604,0,,,,,967765,59730,LILLE,
967826,102,21,1140604,0,,,,,967826,89730,AUXERRE,
967912,102,21,1140604,0,,,,,967912,89730,AUXERRE,
967913,102,21,1140604,0,,,,,967913,89730,AUXERRE,
967978,102,21,1140604,0,,,,,967978,44730,NANTES,
968091,102,21,1140604,0,,,,,968091,38750,D.R./VIENNE,
968165,102,21,1140604,0,,,,,968165,21730,DIJON,
968167,102,21,1140604,0,,,,,968167,21730,DIJON,
968168,102,21,1140604,0,,,,,968168,38750,D.R./VIENNE,
968171,102,21,1140604,0,,,,,968171,38750,D.R./VIENNE,
968177,102,21,1140604,0,,,,,968177,38750,D.R./VIENNE,
968179,102,21,1140604,0,,,,,968179,54730,NANCY,
968296,102,21,1140604,0,,,,,968296,54730,NANCY,
968453,102,21,1140604,0,,,,,968453,34730,MONTPELLIER,
968481,102,21,1140604,0,,,,,968481,49730,ANGERS,
968484,102,21,1140604,0,,,,,968484,89730,AUXERRE,
968487,102,21,1140604,0,,,,,968487,01730,BOURG EN BRESSE,
968489,102,21,1140604,0,,,,,968489,49730,ANGERS,
968529,102,21,1140604,0,,,,,968529,21730,DIJON,
968591,102,21,1140604,0,,,,,968591,89730,AUXERRE,
968614,102,21,1140604,0,,,,,968614,41740,D.R./BLOIS,
968689,102,21,1140604,0,,,,,968689,86730,POITIERS,
968690,102,21,1140604,0,,,,,968690,86730,POITIERS,
968692,102,21,1140604,0,,,,,968692,49730,ANGERS,
968693,102,21,1140604,0,,,,,968693,01730,BOURG EN BRESSE,
968721,102,21,1140604,0,,,,,968721,34730,MONTPELLIER,
968793,102,21,1140604,0,,,,,968793,87740,D.R./LIMOGES,
968795,102,21,1140604,0,,,,,968795,41740,D.R./BLOIS,
968849,102,21,1140604,0,,,,,968849,87740,D.R./LIMOGES,
968853,102,21,1140604,0,,,,,968853,87740,D.R./LIMOGES,
968856,102,21,1140604,0,,,,,968856,87730,LIMOGES,
968859,102,21,1140604,0,,,,,968859,01730,BOURG EN BRESSE,
968898,102,21,1140604,0,,,,,968898,34730,MONTPELLIER,
969038,102,21,1140604,0,,,,,969038,86730,POITIERS,
969094,102,21,1140604,0,,,,,969094,54730,NANCY,
969101,102,21,1140604,0,,,,,969101,06730,NICE,
969102,102,21,1140604,0,,,,,969102,06730,NICE,
969103,102,21,1140604,0,,,,,969103,06730,NICE,
969104,102,21,1140604,0,,,,,969104,64730,PAU,
969158,102,21,1140604,0,,,,,969158,54730,NANCY,
969164,102,21,1140604,0,,,,,969164,06730,NICE,
969165,102,21,1140604,0,,,,,969165,06730,NICE,
969247,102,21,1140604,0,,,,,969247,64730,PAU,
969248,102,21,1140604,0,,,,,969248,54730,NANCY,
969314,102,21,1140604,0,,,,,969314,89730,AUXERRE,
969351,102,21,1140604,0,,,,,969351,92730,PARIS,
969359,102,21,1140604,0,,,,,969359,92730,PARIS,
969360,102,21,1140604,0,,,,,969360,92730,PARIS,
969402,102,21,1140604,0,,,,,969402,38750,D.R./VIENNE,
969426,102,21,1140604,0,,,,,969426,86730,POITIERS,
969441,102,21,1140604,0,,,,,969441,31850,D.R./TOULOUSE,
969467,102,21,1140604,0,,,,,969467,44730,NANTES,
969470,102,21,1140604,0,,,,,969470,86730,POITIERS,
969471,102,21,1140604,0,,,,,969471,06730,NICE,
969472,102,21,1140604,0,,,,,969472,92730,PARIS,
969523,102,21,1140604,0,,,,,969523,13730,MARSEILLE,
969549,102,21,1140604,0,,,,,969549,59730,LILLE,
969611,102,21,1140604,0,,,,,969611,64730,PAU,
969652,102,21,1140604,0,,,,,969652,86730,POITIERS,
969719,102,21,1140604,0,,,,,969719,34730,MONTPELLIER,
